statistics_id	struct_idx	county	phillimore	tenant_in_chief	riding	wapentake	vill	carucates	g_code	notes	phillimore_ref
25620	17945	YS	"SN,A1"	King William	North Riding	Allerton	Thornton [le Street]		recorded elsewhere		1Y2
25640	17945	YS	"SN,A1"	King William	North Riding	Allerton	Crosby [Grange]		recorded elsewhere		1Y2
25660	17945	YS	"SN,A1"	King William	North Riding	Allerton	[West] Rounton		recorded elsewhere		1Y2
25680	17945	YS	"SN,A1"	King William	North Riding	Allerton	[North] Otterington		recorded elsewhere		1Y2
25700	17945	YS	"SN,A1"	King William	North Riding	Allerton	Romanby		recorded elsewhere		1Y2
25720	17945	YS	"SN,A1"	King William	North Riding	Allerton	Brompton		recorded elsewhere		1Y2
25740	17945	YS	"SN,A1"	King William	North Riding	Allerton	Irby [Manor]		recorded elsewhere		1Y2
25760	17946	YS	"SN,A2"	King William	North Riding	Allerton	[South] Otterington	6	geld		1N113
25780	17946	YS	"SN,A2"	King William	North Riding	Allerton	Romanby	5.12	geld		1Y2
25800	17946	YS	"SN,A2"	King William	North Riding	Allerton	Hutton [Bonville]	6	geld		1N115
25820	17947	YS	"SN,A3"	King William	North Riding	Allerton	[Little] Smeaton	5	geld		1Y2
25840	17947	YS	"SN,A3"	Bishop of Durham	North Riding	Allerton	Girsby	6	geld		3Y16
25860	17947	YS	"SN,A3"	King William	North Riding	Allerton	[High] Worsall	7	geld		1N117
25880	17947	YS	"SN,A3"	King William	North Riding	Allerton	[Low] Worsall		recorded elsewhere		1N118
25900	17948	YS	"SN,A4"	King William	North Riding	Allerton	Appleton [Wiske]	6	geld		1N119
25920	17948	YS	"SN,A4"	King William	North Riding	Allerton	[Kirk] Leavington	6	geld		1N120
25940	17948	YS	"SN,A4"	King William	North Riding	Allerton	[Castle] Leavington	4	geld		1N122
25960	17949	YS	"SN,A5"	King William	North Riding	Allerton	Yarm	3	geld		1N121
25980	17949	YS	"SN,A5"	King William	North Riding	Allerton	Welbury	6	geld		1N123
26000	17949	YS	"SN,A5"	King William	North Riding	Allerton	[East] Harlsey	9	geld		1N125
26020	17949	YS	"SN,A5"	King William	North Riding	Allerton	[West] Harlsey		recorded elsewhere		1Y2
26040	17950	YS	"SN,A6"	Bishop of Durham	North Riding	Allerton	Deighton	6	geld		3Y17
26060	17950	YS	"SN,A6"	Bishop of Durham	North Riding	Allerton	Winton	6	geld		3Y18
26080	17950	YS	"SN,A6"	Bishop of Durham	North Riding	Allerton	Foxton	2	geld		3Y14
26100	17950	YS	"SN,A6"	Bishop of Durham	North Riding	Allerton	Brompton	14	geld		3Y15
26120	17951	YS	"SN,A7"	King William	North Riding	Allerton	Morton [Grange]	3	geld		1N126
26140	17951	YS	"SN,A7"	King William	North Riding	Allerton	Ingleby [Arncliffe]	6	geld		1N127
26160	17951	YS	"SN,A7"	King William	North Riding	Allerton	Arncliffe [Hall]	1	geld		1N128
26180	17951	YS	"SN,A7"	King William	North Riding	Allerton	Mount Grace	2	geld		1N129
26200	17952	YS	"SN,A8"	King William	North Riding	Allerton	Ellerbeck	5	geld		1N130
26220	17952	YS	"SN,A8"	King William	North Riding	Allerton	Osmotherley	5	geld		1N131
26240	17952	YS	"SN,A8"	King William	North Riding	Allerton	[Over] Silton	3	geld		1N132
26260	17952	YS	"SN,A8"	Count of Mortain	North Riding	Allerton	[Nether] Silton	3	geld	This holding is not recorded in the main text.	-
26280	17953	YS	"SN,A9"	King William	North Riding	Allerton	Sowerby [under Cotcliffe]	2	geld		1Y2
26300	17953	YS	"SN,A9"	King William	North Riding	Allerton	Crosby [Grange]	1	geld		1Y2
26320	17953	YS	"SN,A9"	Robert Malet	North Riding	Allerton	Thornton [le Moor]	5	geld		11N20
26340	17953	YS	"SN,A9"	Count of Mortain	North Riding	Allerton	Leake	3	geld		5N73
26360	17954	YS	"SN,A10"	King William	North Riding	Allerton	Kepwick	5	geld		1N135
26380	17954	YS	"SN,A10"	Robert Malet	North Riding	Allerton	Murton	6	geld		11N21
26400	17954	YS	"SN,A10"	King William	North Riding	Allerton	Dale [Town]	1.5	geld		1N136
26420	17954	YS	"SN,A10"	Robert Malet	North Riding	Allerton	Dale [Town]	1.5	geld		11N22
26440	17955	YS	"SN,A11"	King William	North Riding	Allerton	Hawnby	1.5	geld		1N137
26450	17955	YS	"SN,A11"	Robert Malet	North Riding	Allerton	Hawnby	1.5	geld		11N23
26470	17957	YS	"SN,CtA1"	Count Alan	North Riding	Land of Count Alan	Gilling	4	geld		6N1
26480	17957	YS	"SN,CtA1"	Count Alan	North Riding	Land of Count Alan	Hartforth	3	geld		6N1
26500	17957	YS	"SN,CtA1"	Count Alan	North Riding	Land of Count Alan	Newton [Morrell]	6	geld		6N1
26520	17958	YS	"SN,CtA2"	Count Alan	North Riding	Land of Count Alan	[South] Cowton	3	geld		6N1
26540	17958	YS	"SN,CtA2"	Count Alan	North Riding	Land of Count Alan	[North] Cowton	3	geld		6N1
26560	17958	YS	"SN,CtA2"	Count Alan	North Riding	Land of Count Alan	Eryholme	6	geld		6N1
26580	17958	YS	"SN,CtA2"	Count Alan	North Riding	Land of Count Alan	[Low] Hail	2.5	geld		6N1
26600	17959	YS	"SN,CtA3"	Count Alan	North Riding	Land of Count Alan	Stapleton	3	geld		6N1
26620	17959	YS	"SN,CtA3"	Count Alan	North Riding	Land of Count Alan	Forcett	8	geld		6N1
26640	17959	YS	"SN,CtA3"	Count Alan	North Riding	Land of Count Alan	Barforth [Hall]	3	geld		6N1
26660	17960	YS	"SN,CtA4"	Count Alan	North Riding	Land of Count Alan	Moulton	16	geld		6N1
26680	17960	YS	"SN,CtA4"	Count Alan	North Riding	Land of Count Alan	Barton	2.5	geld		6N1
26700	17960	YS	"SN,CtA4"	Count Alan	North Riding	Land of Count Alan	Eppleby	7	geld		6N1
26720	17960	YS	"SN,CtA4"	Count Alan	North Riding	Land of Count Alan	Cliffe [Hall]	3	geld		6N1
26740	17960	YS	"SN,CtA4"	Count Alan	North Riding	Land of Count Alan	Carlton	2	geld		6N1
26760	17961	YS	"SN,CtA5"	Count Alan	North Riding	Land of Count Alan	Barforth [Hall]	1	geld		6N1
26780	17961	YS	"SN,CtA5"	Count Alan	North Riding	Land of Count Alan	Ovington	3	geld		6N1
26800	17961	YS	"SN,CtA5"	Count Alan	North Riding	Land of Count Alan	Girlington [Hall]	3	geld		6N1
26820	17961	YS	"SN,CtA5"	Count Alan	North Riding	Land of Count Alan	Wycliffe	12	geld		6N1
26840	17961	YS	"SN,CtA5"	Count Alan	North Riding	Land of Count Alan	Thorpe [Hall]	3	geld		6N1
26860	17962	YS	"SN,CtA6"	Count Alan	North Riding	Land of Count Alan	Mortham [Tower]	3	geld		6N1
26880	17962	YS	"SN,CtA6"	Count Alan	North Riding	Land of Count Alan	Egglestone [Abbey]	3	geld		6N1
26900	17962	YS	"SN,CtA6"	Count Alan	North Riding	Land of Count Alan	Brignall	12	geld		6N1
26920	17962	YS	"SN,CtA6"	Count Alan	North Riding	Land of Count Alan	Scargill	3	geld		6N1
26940	17963	YS	"SN,CtA7"	Count Alan	North Riding	Land of Count Alan	Barningham	4	geld		6N1
26960	17963	YS	"SN,CtA7"	Count Alan	North Riding	Land of Count Alan	[West] Layton	3	geld		6N1
26980	17963	YS	"SN,CtA7"	Count Alan	North Riding	Land of Count Alan	[East] Layton	3	geld		6N1
27000	17963	YS	"SN,CtA7"	Count Alan	North Riding	Land of Count Alan	Stanwick	4	geld		6N1
27020	17963	YS	"SN,CtA7"	Count Alan	North Riding	Land of Count Alan	another Stanwick		recorded elsewhere		6N1
27040	17964	YS	"SN,CtA8"	Count Alan	North Riding	Land of Count Alan	Manfield	16	geld		6N1
27060	17964	YS	"SN,CtA8"	Count Alan	North Riding	Land of Count Alan	Hutton [Magna]	6	geld		6N2
27080	17964	YS	"SN,CtA8"	Count Alan	North Riding	Land of Count Alan	Middleton [Tyas]	6	geld		6N3
27100	17964	YS	"SN,CtA8"	Count Alan	North Riding	Land of Count Alan	Kneeton [Hall]	8	geld		6N4
27120	17964	YS	"SN,CtA8"	Count Alan	North Riding	Land of Count Alan	Stapleton	5	geld		6N5
27140	17965	YS	"SN,CtA9"	Count Alan	North Riding	Land of Count Alan	Barningham	2	geld		6N6
27160	17965	YS	"SN,CtA9"	Count Alan	North Riding	Land of Count Alan	[East] Layton	3	geld		6N7
27180	17965	YS	"SN,CtA9"	Count Alan	North Riding	Land of Count Alan	Stanwick	4	geld		6N1
27200	17965	YS	"SN,CtA9"	Count Alan	North Riding	Land of Count Alan	[Over] Dinsdale [Grange]	3	geld		6N9
27220	17966	YS	"SN,CtA10"	Count Alan	North Riding	Land of Count Alan	[Great] Smeaton	6	geld		6N10
27240	17966	YS	"SN,CtA10"	Count Alan	North Riding	Land of Count Alan	[Great] Langton	9	geld		6N11
27260	17966	YS	"SN,CtA10"	Count Alan	North Riding	Land of Count Alan	Caldwell	6	geld		6N12
27280	17966	YS	"SN,CtA10"	Count Alan	North Riding	Land of Count Alan	Aldbrough	8	geld		6N13
27300	17966	YS	"SN,CtA10"	Count Alan	North Riding	Land of Count Alan	Carlton	2	geld		"6N1, 6N14"
27320	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	Cleasby	6	geld		6N15
27340	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	Croft	14	geld		6N16
27360	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	{Torp}	2	geld		6N17
27380	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	Startforth	6	geld		6N18
27400	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	Richmond	5	geld		6N19
27420	17967	YS	"SN,CtA11"	Count Alan	North Riding	Land of Count Alan	Easby	6	geld		6N20
27440	17968	YS	"SN,CtA12"	Count Alan	North Riding	Land of Count Alan	Brompton [on Swale]	10	geld		6N21
27460	17968	YS	"SN,CtA12"	Count Alan	North Riding	Land of Count Alan	Skeeby	6	geld		6N22
27480	17968	YS	"SN,CtA12"	Count Alan	North Riding	Land of Count Alan	{Neutone}	6	geld		6N23
27500	17968	YS	"SN,CtA12"	Count Alan	North Riding	Land of Count Alan	Bolton [upon Swale]	6	geld		6N24
27520	17968	YS	"SN,CtA12"	Count Alan	North Riding	Land of Count Alan	Kiplin	8	geld		6N25
27540	17969	YS	"SN,CtA13"	Count Alan	North Riding	Land of Count Alan	[Little] Langton	7.5	geld		6N26
27560	17969	YS	"SN,CtA13"	Count Alan	North Riding	Land of Count Alan	Thrintoft	5	geld		6N27
27580	17969	YS	"SN,CtA13"	Count Alan	North Riding	Land of Count Alan	Solberge	4	geld		6N28
27600	17969	YS	"SN,CtA13"	Count Alan	North Riding	Land of Count Alan	Maunby	10	geld		6N29
27620	17969	YS	"SN,CtA13"	Count Alan	North Riding	Land of Count Alan	Kirby [Wiske]	8	geld		6N30
27640	17970	YS	"SN,CtA14"	Count Alan	North Riding	Land of Count Alan	Morton [upon Swale]	11	geld		6N31
27660	17970	YS	"SN,CtA14"	Count Alan	North Riding	Land of Count Alan	Ellerton [on Swale]	9	geld		6N32
27680	17970	YS	"SN,CtA14"	Count Alan	North Riding	Land of Count Alan	Yafforth	8	geld		6N33
27700	17970	YS	"SN,CtA14"	Count Alan	North Riding	Land of Count Alan	Ainderby [Steeple]	9	geld		6N34
27720	17970	YS	"SN,CtA14"	Count Alan	North Riding	Land of Count Alan	Warlaby	6	geld		6N35
27740	17971	YS	"SN,CtA15"	Count Alan	North Riding	Land of Count Alan	Danby [Wiske]	10	geld		6N36
27760	17971	YS	"SN,CtA15"	Count Alan	North Riding	Land of Count Alan	[East] Cowton	6	geld		6N37
27780	17971	YS	"SN,CtA15"	Count Alan	North Riding	Land of Count Alan	Lonton	1	geld		6N38
27800	17971	YS	"SN,CtA15"	Count Alan	North Riding	Land of Count Alan	Mickleton	6	geld		6N39
27820	17971	YS	"SN,CtA15"	Count Alan	North Riding	Land of Count Alan	Romaldkirk	1	geld		6N40
27840	17972	YS	"SN,CtA16"	Count Alan	North Riding	Land of Count Alan	Hunderthwaite	1	geld		6N41
27860	17972	YS	"SN,CtA16"	Count Alan	North Riding	Land of Count Alan	Lartington	3	geld		6N42
27880	17972	YS	"SN,CtA16"	Count Alan	North Riding	Land of Count Alan	Cotherstone	6	geld		6N43
27900	17972	YS	"SN,CtA16"	Count Alan	North Riding	Land of Count Alan	Rokeby [Hall]	3	geld		6N44
27920	17973	YS	"SN,CtA17"	Count Alan	North Riding	Land of Count Alan	Broughton [House]	5	geld		6N45
27940	17973	YS	"SN,CtA17"	Count Alan	North Riding	Land of Count Alan	Newsham	7	geld		6N46
27960	17973	YS	"SN,CtA17"	Count Alan	North Riding	Land of Count Alan	Dalton	8	geld		6N47
27980	17973	YS	"SN,CtA17"	Count Alan	North Riding	Land of Count Alan	Another `Dalton'	4	geld		6N47
28000	17973	YS	"SN,CtA17"	Count Alan	North Riding	Land of Count Alan	Ravensworth	12	geld		6N49
28020	17974	YS	"SN,CtA18"	Count Alan	North Riding	Land of Count Alan	Melsonby	11	geld		6N50
28040	17974	YS	"SN,CtA18"	Count Alan	North Riding	Land of Count Alan	Didderston [Grange]	4	geld		6N50
28060	17974	YS	"SN,CtA18"	Count Alan	North Riding	Land of Count Alan	Scorton	16	geld		6N51
28080	17976	YS	"SN,CtA19"	Count Alan	North Riding	Land of Count Alan	Catterick	10	geld		6N52
28100	17976	YS	"SN,CtA19"	Count Alan	North Riding	Land of Count Alan	Killerby [Hall]	5	geld		6N52
28120	17976	YS	"SN,CtA19"	Count Alan	North Riding	Land of Count Alan	Ainderby [Mires]	2.5	geld		6N52
28140	17976	YS	"SN,CtA19"	Count Alan	North Riding	Land of Count Alan	Tunstall	3.75	geld		6N52
28160	17977	YS	"SN,CtA20"	Count Alan	North Riding	Land of Count Alan	Ainderby [Mires]	2.5	geld		6N52
28180	17977	YS	"SN,CtA20"	Count Alan	North Riding	Land of Count Alan	Tunstall	2	geld		6N54
28200	17977	YS	"SN,CtA20"	Count Alan	North Riding	Land of Count Alan	Kirkby [Hall]	3	geld		6N55
28220	17977	YS	"SN,CtA20"	Count Alan	North Riding	Land of Count Alan	[Kirkby] Fleetham	8	geld		6N26
28240	17977	YS	"SN,CtA20"	Count Alan	North Riding	Land of Count Alan	Aske [Hall]	6	geld		6N57
28260	17978	YS	"SN,CtA21"	Count Alan	North Riding	Land of Count Alan	Scruton	14	geld		6N58
28280	17978	YS	"SN,CtA21"	Count Alan	North Riding	Land of Count Alan	Langthorne	3	geld		6N59
28300	17978	YS	"SN,CtA21"	Count Alan	North Riding	Land of Count Alan	[Great] Fencote	9	geld		6N56
28320	17978	YS	"SN,CtA21"	Count Alan	North Riding	Land of Count Alan	[Little] Fencote		recorded elsewhere		6N56
28340	17979	YS	"SN,CtA22"	Count Alan	North Riding	Land of Count Alan	Hackforth	6	geld		6N60
28360	17979	YS	"SN,CtA22"	Count Alan	North Riding	Land of Count Alan	Hornby	8	geld		6N61
28380	17979	YS	"SN,CtA22"	Count Alan	North Riding	Land of Count Alan	Holtby [Hall]	3	geld		6N62
28400	17979	YS	"SN,CtA22"	Count Alan	North Riding	Land of Count Alan	[East] Appleton	12	geld		6N63
28420	17979	YS	"SN,CtA22"	Count Alan	North Riding	Land of Count Alan	Brough [Hall]	9	geld		6N64
28440	17980	YS	"SN,CtA23"	Count Alan	North Riding	Land of Count Alan	Colburn	5	geld		6N65
28460	17980	YS	"SN,CtA23"	Count Alan	North Riding	Land of Count Alan	Hipswell	3	geld		6N66
28480	17980	YS	"SN,CtA23"	Count Alan	North Riding	Land of Count Alan	Scotton	8	geld		6N67
28500	17980	YS	"SN,CtA23"	Count Alan	North Riding	Land of Count Alan	Hudswell	6	geld		6N68
28520	17981	YS	"SN,CtA24"	Count Alan	North Riding	Land of Count Alan	Richmond	1	geld		6N19
28540	17981	YS	"SN,CtA24"	Count Alan	North Riding	Land of Count Alan	Downholme	3	geld		6N70
28560	17981	YS	"SN,CtA24"	Count Alan	North Riding	Land of Count Alan	Ellerton [Abbey]	2	geld		6N71
28580	17981	YS	"SN,CtA24"	Count Alan	North Riding	Land of Count Alan	Marrick	5	geld		6N72
28600	17981	YS	"SN,CtA24"	Count Alan	North Riding	Land of Count Alan	Grinton	1	geld		6N73
28620	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	Fremington	1	geld		6N74
28640	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	Reeth	6	geld		6N75
28660	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	{Denton}	3	geld	4 carucates in the main text.	6N76
28680	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	Brough [Hill]	3	geld		6N77
28700	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	Fors [Abbey]	4	geld		6N78
28720	17982	YS	"SN,CtA25"	Count Alan	North Riding	Land of Count Alan	Askrigg	10	geld		6N79
28740	17983	YS	"SN,CtA26"	Count Alan	North Riding	Land of Count Alan	Worton	6	geld		6N80
28760	17983	YS	"SN,CtA26"	Count Alan	North Riding	Land of Count Alan	Thornton [Rust]	6	geld		6N81
28780	17983	YS	"SN,CtA26"	Count Alan	North Riding	Land of Count Alan	Aysgarth	3	geld		6N82
28800	17983	YS	"SN,CtA26"	Count Alan	North Riding	Land of Count Alan	Crooksby [Barn]	1	geld		6N83
28820	17983	YS	"SN,CtA26"	Count Alan	North Riding	Land of Count Alan	Thoralby	6	geld		6N84
28840	17984	YS	"SN,CtA27"	Count Alan	North Riding	Land of Count Alan	[West] Burton	6	geld		6N85
28860	17984	YS	"SN,CtA27"	Count Alan	North Riding	Land of Count Alan	Carperby	9	geld		6N86
28880	17984	YS	"SN,CtA27"	Count Alan	North Riding	Land of Count Alan	[Castle] Bolton	6	geld		6N87
28900	17984	YS	"SN,CtA27"	Count Alan	North Riding	Land of Count Alan	[West] Bolton	6	geld		6N88
28920	17984	YS	"SN,CtA27"	Count Alan	North Riding	Land of Count Alan	[High and Low] Thoresby	1	geld		"6N89, 6N92"
28940	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	Redmire	5	geld		6N90
28960	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	Preston [under Scar]	3	geld		6N91
28980	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	[East] Witton	12	geld		6N92
29000	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	[High and Low] Thoresby	2	geld		"6N89,6N92"
29020	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	[West] Witton	5	geld		6N92
29040	17985	YS	"SN,CtA28"	Count Alan	North Riding	Land of Count Alan	[West] Scrafton	3	geld		6N94
29060	17986	YS	"SN,CtA29"	Count Alan	North Riding	Land of Count Alan	Carlton	6	geld		6N93
29080	17986	YS	"SN,CtA29"	Count Alan	North Riding	Land of Count Alan	Melmerby	6	geld		6N95
29100	17986	YS	"SN,CtA29"	Count Alan	North Riding	Land of Count Alan	Agglethorpe	3	geld		6N96
29120	17986	YS	"SN,CtA29"	Count Alan	North Riding	Land of Count Alan	Wensley	7	geld		6N92
29140	17986	YS	"SN,CtA29"	Count Alan	North Riding	Land of Count Alan	another Wensley		recorded elsewhere		6N92
29160	17987	YS	"SN,CtA30"	Count Alan	North Riding	Land of Count Alan	Caldbergh	5	geld		6N97
29180	17987	YS	"SN,CtA30"	Count Alan	North Riding	Land of Count Alan	Coverham	4	geld		6N98
29200	17987	YS	"SN,CtA30"	Count Alan	North Riding	Land of Count Alan	Middleham	5	geld		6N99
29220	17987	YS	"SN,CtA30"	Count Alan	North Riding	Land of Count Alan	Leyburn	7.5	geld		6N100
29240	17987	YS	"SN,CtA30"	Count Alan	North Riding	Land of Count Alan	Harmby	9	geld		6N101
29260	17988	YS	"SN,CtA31"	Count Alan	North Riding	Land of Count Alan	Spennithorne	8.5	geld		6N102
29280	17988	YS	"SN,CtA31"	Count Alan	North Riding	Land of Count Alan	Danby	4	geld		6N103
29300	17988	YS	"SN,CtA31"	Count Alan	North Riding	Land of Count Alan	Bellerby	6	geld		6N104
29320	17988	YS	"SN,CtA31"	Count Alan	North Riding	Land of Count Alan	Barden	5	geld		6N105
29340	17988	YS	"SN,CtA31"	Count Alan	North Riding	Land of Count Alan	Garriston	3	geld		6N108
29360	17989	YS	"SN,CtA32"	Count Alan	North Riding	Land of Count Alan	[East] Hauxwell	6	geld		6N106
29380	17989	YS	"SN,CtA32"	Count Alan	North Riding	Land of Count Alan	[West] Hauxwell	6	geld		6N107
29400	17989	YS	"SN,CtA32"	Count Alan	North Riding	Land of Count Alan	[Constable] Burton	12	geld		6N109
29420	17989	YS	"SN,CtA32"	Count Alan	North Riding	Land of Count Alan	Thornton [Steward]	6	geld		6N110
29440	17989	YS	"SN,CtA32"	Count Alan	North Riding	Land of Count Alan	{Ascham}	4	geld		6N111
29460	17990	YS	"SN,CtA33"	Count Alan	North Riding	Land of Count Alan	[High and Low] Ellington	6	geld		6N113
29480	17990	YS	"SN,CtA33"	Count Alan	North Riding	Land of Count Alan	`Swarthorpe'	1	geld		6N114
29500	17990	YS	"SN,CtA33"	Count Alan	North Riding	Land of Count Alan	[High] Sutton	1	geld		6N115
29520	17990	YS	"SN,CtA33"	Count Alan	North Riding	Land of Count Alan	Fearby	3	geld		6N116
29540	17990	YS	"SN,CtA33"	Count Alan	North Riding	Land of Count Alan	Ilton	2	geld		6N117
29560	17991	YS	"SN,CtA34"	Count Alan	North Riding	Land of Count Alan	Masham	12	geld		6N114
29580	17991	YS	"SN,CtA34"	Count Alan	North Riding	Land of Count Alan	`Twislebrook'	3	geld		6N118
29600	17991	YS	"SN,CtA34"	Count Alan	North Riding	Land of Count Alan	Swinton	3	geld		6N118
29620	17991	YS	"SN,CtA34"	Count Alan	North Riding	Land of Count Alan	[High] Sutton	1	geld		6N115
29640	17991	YS	"SN,CtA34"	Count Alan	North Riding	Land of Count Alan	Clifton [on Ure]	3	geld		6N119
29660	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	Well	8	geld		6N120
29680	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	[High] Burton	4	geld		6N120
29700	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	{Opetune}	4	geld		6N120
29720	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	{Achebi}	4	geld		6N120
29740	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	Firby	5	geld		6N121
29760	17992	YS	"SN,CtA35"	Count Alan	North Riding	Land of Count Alan	Bedale	6	geld		6N122
29780	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Aiskew	10	geld		6N123
29800	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Burrill	5	geld		6N124
29820	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Thornton [Watlass]	6	geld		6N125
29840	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Thornton [Watlass]	3	geld		6N125
29860	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Thorp [Perrow]	4	geld		6N127
29880	17993	YS	"SN,CtA36"	Count Alan	North Riding	Land of Count Alan	Cowling	4	geld		6N128
29900	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Thirn	3	geld		6N129
29920	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Rookwith	6	geld		6N130
29940	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Hutton [Hang]	5	geld		6N131
29960	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Fingall	6	geld		6N132
29980	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Ruswick	2	geld		6N133
30000	17994	YS	"SN,CtA37"	Count Alan	North Riding	Land of Count Alan	Newton [le Willows]	12	geld		6N134
30020	17995	YS	"SN,CtA38"	Count Alan	North Riding	Land of Count Alan	Hunton	12	geld		6N135
30040	17995	YS	"SN,CtA38"	Count Alan	North Riding	Land of Count Alan	Hesselton	6	geld		6N136
30060	17995	YS	"SN,CtA38"	Count Alan	North Riding	Land of Count Alan	[Patrick] Brompton	13	geld		6N137
30080	17995	YS	"SN,CtA38"	Count Alan	North Riding	Land of Count Alan	[Great] Crakehall	12	geld		6N138
30100	17995	YS	"SN,CtA38"	Count Alan	North Riding	Land of Count Alan	[East] Tanfield	5	geld		6N139
30120	17996	YS	"SN,CtA39"	Count Alan	North Riding	Land of Count Alan	[West] Tanfield	8	geld		6N140
