struct_idx	county	phillimore	hundred	vill	m_type	holding	units	waste_86
401	KEN	"6,1"	Wye	Wye	M	7	geld	N
403	KEN	"7,1"	`Litlelee'	Plumstead	M	2.25	geld	N
404	KEN	"7,2"	Eyhorne	Lenham	M	5.5	geld	N
404	KEN	"7,2"	Eyhorne	{Bromfeld}	D		-	N
405	KEN	"7,3"	Bridge	Bekesbourne	[M]	1	geld	N
406	KEN	"7,4"	`Langport'	Langport	M	1.25	geld	N
407	KEN	"7,5"	`Downhamford'	Littlebourne	M	7	geld	N
408	KEN	"7,6"	`Downhamford'	Garrington	M	0.85	geld	N
409	KEN	"7,7"	Sturry	Sturry	[M]	5	geld	N
410	KEN	"7,8"	Thanet	Minster	M	48	geld	N
411	KEN	"7,9"	Chislet	Chislet	M	12	geld	N
412	KEN	"7,10"	Fordwich	Fordwich	U	0.25	geld	N
413	KEN	"7,11"	Canterbury	Canterbury	X	0.5	geld	N
414	KEN	"7,12"	Faversham	Wilderton and [South] Wilderton	[M]	1	geld	N
415	KEN	"7,13"	Wye	Ashenfield	[M]	1	geld	N
416	KEN	"7,14"	Wye	Dernedale	X	0.5	geld	N
417	KEN	"7,15"	Boughton	Selling	M	6	geld	N
418	KEN	"7,16"	Calehill	Rooting	X	0.12	geld	N
419	KEN	"7,17"	Chart	Ripton	X	0.75	geld	N
420	KEN	"7,18"	Felborough	Shillingham	[M]	0.5	geld	N
421	KEN	"7,19"	`Cornilo'	Northbourne	M	29	geld	N
421	KEN	"7,19"	`Cornilo'	Beauxfield	D	1	geld	N
422	KEN	"7,20"	`Cornilo'	[Great and Little] Mongeham	M	2.5	geld	N
423	KEN	"7,21"	Bewsbury	Sibertswold	[M]	2	geld	N
424	KEN	"7,22"	Bewsbury	Wadholt	[M]	1	geld	N
425	KEN	"7,23"	Preston	Preston	M	5	geld	N
426	KEN	"7,24"	Preston	Elmstone	M	0.62	geld	N
427	KEN	"7,25"	Eastry	-	X	0.75	geld	N
428	KEN	"7,26"	Stowting	Bodsham	[M]	1	geld	N
429	KEN	"7,27"	Stowting	{Lanport}	X	2.25	geld	N
430	KEN	"7,28"	Longbridge	Kennington	[M]	4	geld	N
431	KEN	"7,29"	Romney Marsh	Burmarsh	[M]	2.75	geld	N
432	KEN	"7,30"	Faversham	Badlesmere	[M]		-	N
434	KEN	"8,1"	Greenwich	Lewisham	M	2	geld	N
436	KEN	"9,1"	Wye	Eastwell	M	1	geld	N
437	KEN	"9,2"	Wye	Hampton	[M]	1	geld	N
438	KEN	"9,3"	Longbridge	Sevington	[M]	0.5	geld	N
439	KEN	"9,4"	Longbridge	[South] Ashford	[M]	1	geld	N
440	KEN	"9,5"	Longbridge	{Essella}	[M]	0.75	geld	N
441	KEN	"9,6"	Longbridge	Ashford	[M]	1	geld	N
442	KEN	"9,7"	Romney Marsh	Romney Marsh	X	0.25	geld	N
443	KEN	"9,8"	`Blackbourne'	-	D	0.12	geld	N
444	KEN	"9,9"	Bewsbury	Atterton	[M]	0.25	geld	N
445	KEN	"9,10"	`Worth'	Eastbridge	[M]	1	geld	N
446	KEN	"9,11"	`Worth'	-	X	0.25	geld	I
447	KEN	"9,12"	`Worth'	Blackmanstone	[M]	0.5	geld	N
448	KEN	"9,13"	Romney Marsh	Romney	X	0.87	geld	N
449	KEN	"9,14"	Romney Marsh	Romney	X	0.25	geld	N
450	KEN	"9,15"	Romney Marsh	Romney	X	0.04	geld	N
451	KEN	"9,16"	Heane	Postling	M	2.5	geld	N
452	KEN	"9,17"	Heane	-	X	0.5	geld	N
453	KEN	"9,18"	Heane	{Belice}	[M]	1	geld	N
454	KEN	"9,19"	Heane	{Belice}	[M]	1	geld	N
455	KEN	"9,20"	Romney Marsh	Romney	X	0.5	geld	N
456	KEN	"9,21"	Romney Marsh	Romney	X	0.25	geld	N
457	KEN	"9,22"	`Blackbourne'	Tinton	M	1	geld	N
458	KEN	"9,23"	`Blackbourne'	-	X	0.12	geld	N
459	KEN	"9,24"	Street	Sellindge	[M]	1	geld	N
460	KEN	"9,25"	Stowting	[Monk's] Horton	[M]	0.5	geld	N
461	KEN	"9,26"	Stowting	[Monk's] Horton	X	0.25	geld	Y
462	KEN	"9,27"	Street	-	X	0.87	geld	N
463	KEN	"9,28"	Ham	Orlestone	X	0.87	geld	N
464	KEN	"9,29"	Ham	Ruckinge	X	0.5	geld	N
465	KEN	"9,30"	Stowting	[Monk's] Horton	[M]	0.37	geld	N
466	KEN	"9,31"	Street	[Court-at-] Street	[M]	2	geld	N
467	KEN	"9,32"	Street	-	X	0.25	geld	N
468	KEN	"9,33"	Street	-	X	0.25	geld	N
469	KEN	"9,34"	Longbridge	-	X	0.25	geld	I
470	KEN	"9,35"	Bewsbury	-	D	0.11	geld	N
471	KEN	"9,36"	Bewsbury	[Temple] Ewell	[M]	3	geld	N
472	KEN	"9,37"	Bewsbury	Newington	M	2	geld	N
473	KEN	"9,38"	Bewsbury	Newington	X	0.13	geld	N
474	KEN	"9,39"	Bewsbury	{Jaonei}	X		-	N
475	KEN	"9,40"	-	-	X		-	N
476	KEN	"9,41"	Bewsbury	Poulton	[M]	1	geld	N
477	KEN	"9,42"	Bircholt	Brabourne	M	7	geld	N
478	KEN	"9,43"	Chart	-	[M]	0.25	geld	N
479	KEN	"9,44"	`Blackbourne'	Tiffenden	X	0.12	geld	N
480	KEN	"9,45"	Street	{Siborne}	[M]	1	geld	N
481	KEN	"9,46"	Street	Swanton	X	0.5	geld	N
482	KEN	"9,47"	Street	{Aia}	X	0.3	geld	N
483	KEN	"9,48"	Street	Bonnington	[M]	1	geld	N
484	KEN	"9,49"	Street	Otterpool	[M]	1	geld	N
485	KEN	"9,50"	`Blackbourne'	-	X	0.25	geld	N
486	KEN	"9,51"	Wye	-	D	0	-	N
487	KEN	"9,52"	Bircholt	Hastingleigh	X	0.5	geld	N
488	KEN	"9,53"	Longbridge	Evegate	X	0.37	geld	N
489	KEN	"9,54"	Longbridge	{Suestone}	X	0.25	geld	N
491	KEN	"10,1"	Westerham	Westerham	[M]	4	geld	N
492	KEN	"10,2"	Wye	Boughton [Aluph]	[M]	7	geld	N
494	KEN	"11,1"	Twyford	Yalding	[M]	2	geld	N
495	KEN	"11,2"	Maidstone	[East] Barming	[M]	1	geld	N
497	KEN	"12,1"	Wye	Trimworth	M	2.5	geld	N
498	KEN	"12,2"	Greenwich	-	X	0.52	geld	N
499	KEN	"12,3"	`Littlefeld'	Mereworth	[M]	2	geld	N
500	KEN	"12,4"	Whitstable	Blean	[M]	1	geld	N
502	KEN	"13,1"	Milton	Newington	M	7.5	geld	N
506	SUS	"1,1"	Bosham	Bosham	M	56.5	geld	N
507	SUS	"1,2"	Rotherfield	Rotherfield	[M]	3	geld	N
509	SUS	"2,1a"	Malling	[South] Malling	M	62.41	geld	N
510	SUS	"2,1b"	Malling	[South] Malling	D	5	geld	N
511	SUS	"2,1c"	Malling	[South] Malling	D	2	geld	N
512	SUS	"2,1d"	Malling	[South] Malling	D	1	geld	N
513	SUS	"2,1e"	Malling	[South] Malling	D	0.33	geld	N
514	SUS	"2,1f"	Malling	[South] Malling	D	4	geld	N
515	SUS	"2,1g"	Rotherfield	`Alchin'	D	0.25	geld	N
516	SUS	"2,2"	Streat	Wootton	[M]	4.5	geld	N
517	SUS	"2,3"	Falmer	Stanmer	M	20	geld	N
518	SUS	"2,4"	Swanborough	Lewes	U		-	N
519	SUS	"2,5"	Pagham	Pagham	M	50	geld	N
520	SUS	"2,6"	Pagham	Tangmere	M	10	geld	N
521	SUS	"2,7"	Singleton	[East] Lavant	M	18	geld	N
522	SUS	"2,8"	{Risberg}	Patching	[M]	12	geld	N
523	SUS	"2,9"	`Brightford'	[West] Tarring	M	14	geld	N
524	SUS	"2,10"	`Brightford'	[West] Tarring	D	4	geld	N
526	SUS	"3,1"	`Flexborough'	Bishopstone	M	25	geld	N
527	SUS	"3,2"	Henfield	Henfield	M	15	geld	N
528	SUS	"3,3"	Boxgrove	Aldingbourne	M	36	geld	N
529	SUS	"3,4"	{Risberg}	Ferring	M	12	geld	N
530	SUS	"3,5"	`Easwrithe'	Amberley	M	24	geld	N
531	SUS	"3,6"	Somerley	Sidlesham	M	12	geld	N
532	SUS	"3,7"	Somerley	Selsey	M	10	geld	N
533	SUS	"3,8"	Somerley	[East] Wittering	M	14	geld	N
534	SUS	"3,9"	Preston	Preston	M	20	geld	N
535	SUS	"3,10"	Preston	-	X	16	geld	N
537	SUS	"4,1"	`Easwrithe'	Parham	[M]	7	geld	N
539	SUS	"5,1"	Guestling	Rye	M	20	geld	N
540	SUS	"5,2"	Steyning	Steyning	M	81	geld	N
541	SUS	"5,3"	Bury	Bury	[M]	16	geld	N
543	SUS	"6,1"	Bosham	Bosham	M	53	geld	N
543	SUS	"6,1"	Bosham	[West] Thorney	M	12	geld	N
544	SUS	"6,2"	Dumpford	Elsted	M	13	geld	N
545	SUS	"6,3"	Singleton	Preston	[M]	3	geld	N
546	SUS	"6,4"	Rotherbridge	[East] Lavington	[M]	6	geld	N
547	SUS	"6,5"	Bosham	Bosham	-		-	N
549	SUS	"7,1"	`Holmestrow'	Southease	[M]	28	geld	N
550	SUS	"7,2"	Stockbridge	Donnington	[M]	5	geld	N
552	SUS	"8,1"	{Wandelmestrei}	Alciston	M	44.5	geld	N
553	SUS	"8,2"	`Totnore'	-	D	4	geld	N
554	SUS	"8,3"	{Hailesaltede}	Uckham	[M]	0.37	geld	N
555	SUS	"8,4"	{Hailesaltede}	Beech	X	0.37	geld	N
556	SUS	"8,5"	{Hailesaltede}	Bathurst	X	0.12	geld	N
557	SUS	"8,6"	{Avronhelle}	Wilmington	X	0.75	geld	N
558	SUS	"8,7"	{Hailesaltede}	Netherfield	X	0.75	geld	N
559	SUS	"8,8"	{Hailesaltede}	Penhurst	X	0.5	geld	N
560	SUS	"8,9"	Ninfield	Hooe	X	0.5	geld	N
561	SUS	"8,10"	Baldslow	Filsham	X	0.12	geld	N
562	SUS	"8,11"	Ninfield	Catsfield	X	0.37	geld	N
563	SUS	"8,12"	Bexhill	Bullington	X	1.87	geld	N
564	SUS	"8,13"	Baldslow	Crowhurst	X	0.12	geld	N
565	SUS	"8,14"	Baldslow	[Lower and Upper] Wilting	X	0.12	geld	Y
566	SUS	"8,15"	Baldslow	Hollington	X	0.12	geld	Y
567	SUS	"8,16"	-	-	X		-	N
569	SUS	"8a,1"	Binsted	Felpham	[M]	21	geld	N
571	SUS	"9,1"	Ninfield	Hooe	M	12	geld	N
572	SUS	"9,2"	Ninfield	Catsfield	[M]	1.5	geld	N
573	SUS	"9,3"	Ninfield	{Medehei}	[M]	0.37	geld	N
574	SUS	"9,4"	Ninfield	Ninfield	M	3	geld	N
575	SUS	"9,5"	`Foxearle'	Herstmonceux	[M]	5	geld	N
576	SUS	"9,6"	`Foxearle'	Wartling	M	5	geld	N
577	SUS	"9,7"	`Foxearle'	Ashburnham	[M]	2.5	geld	N
578	SUS	"9,8"	`Foxearle'	Frankwell	M	1.5	geld	N
579	SUS	"9,9"	`Foxearle'	-	X	1	geld	N
580	SUS	"9,10"	`Foxearle'	-	X	0.12	geld	N
581	SUS	"9,11"	Bexhill	Bexhill	M	20	geld	N
582	SUS	"9,12"	Bexhill	-	X	0.25	geld	N
583	SUS	"9,13"	Bexhill	Bullington	M	5	geld	N
584	SUS	"9,14"	Baldslow	Filsham	M	15.12	geld	N
585	SUS	"9,15"	Baldslow	Hollington	M	4.5	geld	N
586	SUS	"9,16"	Baldslow	`Cortesley'	M	6	geld	N
587	SUS	"9,17"	Baldslow	Westfield	[M]	1.25	geld	N
588	SUS	"9,18"	Baldslow	Crowhurst	[M]	6	geld	N
589	SUS	"9,19"	Baldslow	[Lower and Upper] Wilting	M	4	geld	N
590	SUS	"9,20"	Baldslow	-	X	0.37	geld	N
591	SUS	"9,21"	{Hailesaltede}	Whatlington	[M]	0.5	geld	N
592	SUS	"9,22"	{Hailesaltede}	Mountfield	[M]	1	geld	N
593	SUS	"9,23"	{Hailesaltede}	Netherfield	[M]	1.5	geld	N
594	SUS	"9,24"	{Hailesaltede}	-	M	1.5	geld	N
595	SUS	"9,25"	{Hailesaltede}	Beech	X	0.12	geld	Y
596	SUS	"9,26"	{Hailesaltede}	Broomham	[M]	0.5	geld	N
597	SUS	"9,27"	{Hailesaltede}	Eyelid	X	0.12	geld	N
598	SUS	"9,28"	Staple	Eyelid	D	0.25	geld	N
599	SUS	"9,29"	Staple	Eyelid	D	0.12	geld	N
600	SUS	"9,30"	Staple	-	X	0.12	geld	N
601	SUS	"9,31"	{Hailesaltede}	Brightling	[M]	1	geld	N
602	SUS	"9,32"	{Hailesaltede}	Dallington	[M]	1	geld	P
603	SUS	"9,33"	`Foxearle'	-	X	0.18	geld	P
604	SUS	"9,34"	`Hawkesborough'	Warbleton	[M]	1	geld	N
605	SUS	"9,35"	`Totnore'	Beddingham	X	1	geld	N
606	SUS	"9,36"	`Totnore'	Beddingham	X	0.5	geld	N
607	SUS	"9,37"	`Totnore'	Beddingham	X	3.93	geld	N
608	SUS	"9,38"	`Totnore'	[West] Firle	X	1.62	geld	N
609	SUS	"9,39"	{Wandelmestrei}	Arlington	X	0.18	geld	N
610	SUS	"9,40"	{Edivestone}	Laughton	X	0.18	geld	N
611	SUS	"9,41"	{Edivestone}	Eckington	X	0.12	geld	N
612	SUS	"9,42"	{Edivestone}	Ripe	X	0.56	geld	N
613	SUS	"9,43"	`Totnore'	Tilton	X	0.12	geld	N
614	SUS	"9,44"	Willingdon	[East] Dean	X	0.18	geld	N
615	SUS	"9,45"	Willingdon	Willingdon	X	0.18	geld	N
616	SUS	"9,46"	Willingdon	Willingdon	X	0.12	geld	N
617	SUS	"9,47"	{Wandelmestrei}	Sessingham	X	0.14	geld	N
618	SUS	"9,48"	Willingdon	Ratton	X	0.5	geld	N
619	SUS	"9,49"	Willingdon	[East] Dean	X	1	geld	N
620	SUS	"9,50"	{Edivestone}	Laughton	X	1	geld	N
621	SUS	"9,51"	{Avronhelle}	`Broughton'	X	0.5	geld	N
622	SUS	"9,52"	{Edivestone}	Laughton	X	5	geld	N
623	SUS	"9,53"	{Edivestone}	`Stockingham'	X	0.5	geld	N
624	SUS	"9,54"	{Edivestone}	Etchingwood	X	0.5	geld	N
625	SUS	"9,55"	{Edivestone}	Eckington	X	1	geld	N
626	SUS	"9,56"	`Totnore'	[West] Firle	X	0.12	geld	N
627	SUS	"9,57"	`Totnore'	Preston	X	0.5	geld	N
628	SUS	"9,58"	{Edivestone}	Waldron	X	0.06	geld	N
629	SUS	"9,59"	{Edivestone}	Ripe	X	0.12	geld	N
630	SUS	"9,60"	Shoyswell	Hazelhurst	M	4.5	geld	N
631	SUS	"9,61"	{Edivestone}	Chalvington	X	0.12	geld	N
632	SUS	"9,62"	`Totnore'	Sherrington	X	0.12	geld	N
633	SUS	"9,63"	{Wandelmestrei}	Alciston	X	0.12	geld	N
634	SUS	"9,64"	Willingdon	Ratton	X	0.12	geld	N
635	SUS	"9,65"	{Wandelmestrei}	Alciston	X	0.12	geld	N
636	SUS	"9,66"	{Wandelmestrei}	Winton	X	0.12	geld	N
637	SUS	"9,67"	Willingdon	Willingdon	X	0.06	geld	N
638	SUS	"9,68"	Willingdon	Ratton	X	0.12	geld	N
639	SUS	"9,69"	{Edivestone}	Ripe	X	0.12	geld	N
640	SUS	"9,70"	Willingdon	Willingdon	X	0.5	geld	N
641	SUS	"9,71"	`Totnore'	[West] Firle	X	0.12	geld	N
642	SUS	"9,72"	Willingdon	Ratton	X	0.12	geld	N
643	SUS	"9,73"	Willingdon	Jevington	X	0.12	geld	N
644	SUS	"9,74"	{Edivestone}	Ripe	X	1	geld	N
645	SUS	"9,75"	`Totnore'	[West] Firle	X	1.06	geld	N
646	SUS	"9,76"	{Edivestone}	Eckington	X	0.62	geld	N
647	SUS	"9,77"	`Totnore'	Sherrington	X	0.5	geld	N
648	SUS	"9,78"	{Edivestone}	Laughton	X	0.12	geld	N
649	SUS	"9,79"	{Edivestone}	{Burgelstaltone}	X	0.12	geld	N
650	SUS	"9,80"	Willingdon	[East] Dean	X	0.5	geld	N
651	SUS	"9,81"	{Wandelmestrei}	Alciston	X	0.12	geld	N
652	SUS	"9,82"	`Henhurst'	Salehurst	[M]	0.5	geld	N
653	SUS	"9,83"	`Henhurst'	`Drigsell'	[M]	3.62	geld	N
654	SUS	"9,84"	`Henhurst'	-	X	0.5	geld	N
655	SUS	"9,85"	`Henhurst'	-	X	1	geld	N
656	SUS	"9,86"	`Henhurst'	-	X	0.5	geld	N
657	SUS	"9,87"	`Henhurst'	-	X	0.12	geld	N
658	SUS	"9,88"	Eastbourne	Eastbourne	X	1	geld	N
659	SUS	"9,89"	{Wandelmestrei}	Berwick	X	0.5	geld	N
660	SUS	"9,90"	Eastbourne	Eastbourne	X	0.5	geld	N
661	SUS	"9,91"	`Flexborough'	[Frog] Firle	X	0.22	equal	N
661	SUS	"9,91"	Willingdon	Willingdon	X	0.22	equal	N
661	SUS	"9,91"	Willingdon	Ratton	X	0.22	equal	N
662	SUS	"9,92"	{Wandelmestrei}	Selmeston	X	0.5	geld	N
663	SUS	"9,93"	`Henhurst'	Burgham	X	0.5	geld	N
664	SUS	"9,94"	{Edivestone}	Claverham and [Lower] Claverham	X	0.25	equal	N
664	SUS	"9,94"	{Wandelmestrei}	Berwick	X	0.25	equal	N
665	SUS	"9,95"	`Henhurst'	-	X	0.12	geld	N
666	SUS	"9,96"	Willingdon	Willingdon	X	0.5	geld	N
667	SUS	"9,97"	{Edivestone}	Eckington	X	0.12	geld	N
668	SUS	"9,98"	{Edivestone}	{Segnescome}	X	0.5	geld	N
669	SUS	"9,99"	{Wandelmestrei}	Alciston	X	0.31	geld	N
670	SUS	"9,100"	{Wandelmestrei}	Alciston	X	0.06	geld	N
671	SUS	"9,101"	Willingdon	Willingdon	X	0.18	geld	N
672	SUS	"9,102"	`Totnore'	[West] Firle	X	0.06	geld	N
673	SUS	"9,103"	{Babinrerode}	Kitchenham	[M]	0.5	geld	N
674	SUS	"9,104"	{Babinrerode}	Udimore	[M]	6	geld	N
675	SUS	"9,105"	Guestling	Guestling	[M]	4.5	geld	N
676	SUS	"9,106"	Baldslow	Lidham	[M]	1	geld	N
677	SUS	"9,107"	Baldslow	-	[M]	6	geld	N
678	SUS	"9,108"	`Goldspur'	{Evebentone}	X	0.5	geld	N
679	SUS	"9,109"	`Goldspur'	Playden	M	4	geld	N
680	SUS	"9,110"	`Goldspur'	Iden	[M]	0.37	geld	N
681	SUS	"9,111"	`Goldspur'	Glossams	[M]	1.5	geld	N
682	SUS	"9,112"	`Goldspur'	-	X	0.12	geld	N
683	SUS	"9,113"	Baldslow	Lidham	X	0.12	geld	N
684	SUS	"9,114"	{Edivestone}	Claverham and [Lower] Claverham	X	0.25	geld	N
685	SUS	"9,115"	{Edivestone}	Chalvington	X	0.25	geld	N
686	SUS	"9,116"	`Goldspur'	`Heighton'	X	0.25	geld	N
687	SUS	"9,117"	`Goldspur'	`Heighton'	X	0.12	geld	N
688	SUS	"9,118"	`Goldspur'	`Heighton'	X	0.12	geld	N
689	SUS	"9,119"	`Goldspur'	-	X	0.12	geld	N
690	SUS	"9,120"	Staple	Ewhurst	M	5	geld	N
691	SUS	"9,121"	Staple	Higham	[M]	2.5	geld	N
692	SUS	"9,122"	Staple	Sedlescombe	[M]	1	geld	N
693	SUS	"9,123"	Staple	Lordine	[M]	0.5	geld	N
694	SUS	"9,124"	Staple	Bellhurst	X	0.25	geld	N
695	SUS	"9,125"	Staple	Sedlescombe	X	0.12	geld	N
696	SUS	"9,126"	Staple	Sedlescombe	X	0.5	geld	N
697	SUS	"9,127"	Staple	Sedlescombe	X	0.12	geld	N
698	SUS	"9,128"	Staple	Footland	X	0.5	geld	N
699	SUS	"9,129"	Staple	Hurst	X	0.5	geld	N
700	SUS	"9,130"	Staple	Wellhead	[M]	1	geld	N
701	SUS	"9,131"	Staple	`Bassingham'	[M]	0.25	geld	N
703	SUS	"10,1"	Pevensey	Pevensey	U		-	N
704	SUS	"10,2"	Eastbourne	Eastbourne	[M]	46	geld	N
705	SUS	"10,3"	`Totnore'	Beddingham	M	52.5	geld	N
706	SUS	"10,4"	Eastbourne	Easthall	[M]	3	geld	N
707	SUS	"10,5"	Eastbourne	`Beverington'	[M]	3	geld	N
708	SUS	"10,6"	Eastbourne	Chollington	[M]	2	geld	N
709	SUS	"10,7"	Eastbourne	Yeverington	[M]	1	equal	N
709	SUS	"10,7"	Eastbourne	`Beverington'	[M]	1	equal	N
710	SUS	"10,8"	Eastbourne	`Beverington'	D	1.25	equal	N
710	SUS	"10,8"	Eastbourne	Yeverington	D	1.25	equal	N
711	SUS	"10,9"	Eastbourne	Easthall	X	1	geld	N
712	SUS	"10,10"	Eastbourne	-	X	0.25	geld	N
713	SUS	"10,11"	`Totnore'	Itford	[M]	4	geld	N
714	SUS	"10,12"	`Totnore'	Preston	[M]	4	geld	N
715	SUS	"10,13"	`Totnore'	-	X	8	geld	N
716	SUS	"10,14"	`Totnore'	Beddingham	X	2	geld	N
717	SUS	"10,15"	`Totnore'	Charleston	M	6	geld	N
718	SUS	"10,16"	`Totnore'	Charleston	X	2	geld	N
719	SUS	"10,17"	`Totnore'	Tilton	M	2	geld	N
720	SUS	"10,18"	`Totnore'	Sherrington	[M]	4.5	geld	N
721	SUS	"10,19"	`Totnore'	Sherrington	X	4.5	geld	N
722	SUS	"10,20"	`Totnore'	Tilton	M	4	geld	N
723	SUS	"10,21"	`Totnore'	Tilton	X	3	geld	N
724	SUS	"10,22"	`Totnore'	[West] Firle	M	41	geld	N
725	SUS	"10,23"	`Totnore'	Compton	D	4	geld	N
726	SUS	"10,24"	Willingdon	Exceat	X	2.5	geld	N
727	SUS	"10,25"	Willingdon	Exceat	X	3	geld	N
728	SUS	"10,26"	Willingdon	Jevington	M	7.5	geld	N
729	SUS	"10,27"	Willingdon	Willingdon	M	36	geld	N
730	SUS	"10,28"	Willingdon	`[West] Burton'	[M]	2	geld	N
731	SUS	"10,29"	Willingdon	Exceat	[M]	4.5	geld	N
732	SUS	"10,30"	Willingdon	Charlston	[M]	7.5	geld	N
733	SUS	"10,31"	Willingdon	Ratton	M	4	geld	N
734	SUS	"10,32"	Willingdon	-	M	4	geld	N
735	SUS	"10,33"	Willingdon	[West] Dean	M	2	geld	N
736	SUS	"10,34"	Willingdon	[West] Dean	M	8	geld	N
737	SUS	"10,35"	Willingdon	Ratton	M	4	geld	N
738	SUS	"10,36"	Willingdon	Ratton	M	2.5	geld	N
739	SUS	"10,37"	Willingdon	Ratton	M	2.5	geld	N
740	SUS	"10,38"	Willingdon	Wannock	M	6	geld	N
741	SUS	"10,39"	{Avronhelle}	Wilmington	[M]	8	geld	N
742	SUS	"10,40"	{Avronhelle}	Wilmington	X	4	geld	N
743	SUS	"10,41"	{Avronhelle}	Wilmington	X	2	geld	N
744	SUS	"10,42"	{Avronhelle}	Folkington	[M]	6	geld	N
745	SUS	"10,43"	`Flexborough'	Tarring [Neville]	[M]	8	geld	N
746	SUS	"10,44"	`Flexborough'	[Frog] Firle	[M]	8	geld	N
747	SUS	"10,45"	`Flexborough'	[Frog] Firle	X	1	geld	N
748	SUS	"10,46"	`Flexborough'	[Frog] Firle	X	2	geld	N
749	SUS	"10,47"	`Flexborough'	[South] Heighton	M	2	geld	N
750	SUS	"10,48"	`Flexborough'	-	M	1	geld	N
751	SUS	"10,49"	`Flexborough'	[Frog] Firle	M	4	geld	N
752	SUS	"10,50"	`Dill'	{Pengest}	X	0.25	geld	N
753	SUS	"10,51"	`Dill'	Hawkridge	X	0.5	geld	N
754	SUS	"10,52"	`Dill'	`Hendon'	X	0.5	geld	N
755	SUS	"10,53"	{Wandelmestrei}	`Sidnor'	[M]	2.25	equal	N
755	SUS	"10,53"	{Wandelmestrei}	Selmeston	[M]	2.25	equal	N
756	SUS	"10,54"	{Wandelmestrei}	`Sidnor'	X	1	geld	N
757	SUS	"10,55"	{Wandelmestrei}	`Sidnor'	X	0.5	geld	N
758	SUS	"10,56"	{Wandelmestrei}	Sessingham	X	0.5	geld	N
759	SUS	"10,57"	{Wandelmestrei}	Alfriston	X	1	geld	N
760	SUS	"10,58"	{Wandelmestrei}	Alfriston	X	5	geld	N
761	SUS	"10,59"	Hartfield	{Wildene}	[M]	2	geld	N
762	SUS	"10,60"	Hartfield	Hartfield	X	1	geld	N
763	SUS	"10,61"	`Holmestrow'	Rodmell	X	1.5	geld	N
764	SUS	"10,62"	Hartfield	-	X	1	geld	N
765	SUS	"10,63"	Hartfield	"[Little, Lower and Upper] Parrock"	X	0.5	geld	N
766	SUS	"10,64"	Framfield	-	X	0.25	geld	N
767	SUS	"10,65"	Framfield	Worth	X	1.25	geld	N
768	SUS	"10,66"	Willingdon	`Bechington'	[M]	1	geld	N
768	SUS	"10,66"	Framfield	[Little] Horsted	[M]	4.75	geld	N
769	SUS	"10,67"	Pevensey	Wootton	X	4.5	geld	N
770	SUS	"10,68"	Pevensey	Hailsham	M	1.5	geld	N
771	SUS	"10,69"	Pevensey	{Chenenolle}	X	2	geld	N
772	SUS	"10,70"	Willingdon	Willingdon	X	0.5	geld	N
773	SUS	"10,71"	Pevensey	Peelings	X	1	geld	N
774	SUS	"10,72"	Pevensey	`Cudnor'	X	1	geld	N
775	SUS	"10,73"	Pevensey	Horsey	X	1	geld	N
776	SUS	"10,74"	Pevensey	`Cudnor'	X	1	geld	N
777	SUS	"10,75"	Pevensey	Horns	X	2	geld	N
778	SUS	"10,76"	Pevensey	Horns	X	1	geld	N
779	SUS	"10,77"	Ninfield	Hooe	X		-	N
780	SUS	"10,78"	Pevensey	`Renching'	X	2	geld	N
781	SUS	"10,79"	Pevensey	Peelings	M	4	geld	N
782	SUS	"10,80"	Pevensey	Langney	X	2	geld	N
783	SUS	"10,81"	Pevensey	Hankham	X	2	geld	N
784	SUS	"10,82"	Pevensey	Hankham	X	1.62	geld	N
785	SUS	"10,83"	Pevensey	Bowley	X	0.5	geld	N
786	SUS	"10,84"	Pevensey	Bowley	X	0.5	geld	N
787	SUS	"10,85"	Pevensey	Wootton	X		-	N
788	SUS	"10,86"	{Edivestone}	Ripe	[M]	22	geld	N
789	SUS	"10,87"	{Edivestone}	Claverham and [Lower] Claverham	[M]	4	geld	N
790	SUS	"10,88"	{Edivestone}	Claverham and [Lower] Claverham	M	4	geld	N
791	SUS	"10,89"	{Edivestone}	Eckington	[M]	3	geld	N
792	SUS	"10,90"	{Edivestone}	Eckington	[M]	2.5	equal	N
792	SUS	"10,90"	{Edivestone}	Chalvington	M	2.5	equal	N
793	SUS	"10,91"	{Edivestone}	Chalvington	M	4	geld	N
794	SUS	"10,92"	{Edivestone}	Waldron	X	1	geld	N
795	SUS	"10,93"	{Edivestone}	Laughton	[M]	6	geld	N
796	SUS	"10,94"	{Edivestone}	`Stockingham'	[M]	10	geld	N
797	SUS	"10,95"	{Edivestone}	Chiddingly	X	0.25	geld	N
798	SUS	"10,96"	East Grinstead	Shovelstrode	X	1	geld	N
799	SUS	"10,97"	East Grinstead	Shovelstrode	X	0.25	geld	N
800	SUS	"10,98"	East Grinstead	{Felesmere}	X	1.5	geld	N
801	SUS	"10,99"	East Grinstead	Burleigh	X	1.5	geld	N
802	SUS	"10,100"	East Grinstead	`Warley'	M	2	geld	N
803	SUS	"10,101"	East Grinstead	{Sperchedene}	X	0.25	geld	N
804	SUS	"10,102"	Streat	-	X	1.75	geld	N
805	SUS	"10,103"	East Grinstead	Hazelden	X	0.5	geld	N
806	SUS	"10,104"	East Grinstead	Brockhurst	X	0.5	geld	N
807	SUS	"10,105"	East Grinstead	Brambletye	[M]	1	geld	N
