places_idx	place_form_sub	county	hundred	vill	os_ref	os_codes
1826	2	DEV	South Molton	East Anstey	SS8626	
1826	3	DEV	South Molton	West Anstey	SS8527	
1831	1	SUR	Wotton	Anstie	TQ1644	
1836	1	YKS	Strafforth	Anston		
1836	2	YKS	Strafforth	North Anston	SK5284	
1841	1	YKS	Strafforth	Anston		
1841	2	YKS	Strafforth	South Anston	SK5183	
1846	1	WAR	`Bumbelowe'	Ansty	SP3983	
1851	1	WIL	Dunworth	Ansty	ST9526	
1856	1	NFK	North Erpingham	Antingham	TG2532	
1861	1	CON	Rillaton	Antony	SX3954	
1866	1	CHS	{Tunendune}	Antrobus	SJ6480	
1871	1	LIN	`Flaxwell'	Anwick	TF1150	
1876	1	HAM	Hoddington	Aoltone		unknown
1876	2	HAM	Hoddington	Alton		
1881	1	NTH	Willybrook	Apethorpe	TL0295	
1886	1	STS	Cuttlestone	Apeton	SJ8518	
1891	1	HAM	Portsdown	Aplestede	SU6008	speculative
1891	2	HAM	Portsdown	Applestead		
1896	1	LIN	`Wraggoe'	Apley	TF1075	
1901	1	NFK	Forehoe	Appethorp		unknown
1903	1	LIN	`Manley'	Appleby	SE9414	
1906	1	DBY	{Walecros}	Appleby		
1906	2	DBY	{Walecros}	Appleby Magna	SK3109	
1911	1	LEC	`Goscote'	Appleby		
1911	2	LEC	`Goscote'	Appleby Magna	SK3109	
1911	3	LEC	`Goscote'	Appleby Parva	SK3008	
1916	1	LEC	`Goscote'	Appleby		
1916	2	LEC	`Goscote'	Appleby Parva	SK3008	
1921	1	CON	Rillaton	Appledore	SX3268	
1926	1	DEV	Halberton	Appledore	ST0614	
1931	1	DEV	North Tawton	Appledore	SS7401	
1936	1	KEN	`Blackbourne'	Appledore	TQ9529
1941	1	BRK	Sutton	Appleford	SU5293
1946	1	HAM	Bowcombe	Appleford	
1946	2	HAM	Bowcombe	Great Appleford	SZ5080
1946	3	HAM	Bowcombe	North Appleford	SZ5081
1946	4	HAM	Bowcombe	Upper Appleford	SZ4980
1951	1	SUS	Steyning	Applesham	TQ1907
1956	1	BRK	Marcham	Appleton	SP4401
1961	1	CHS	Bucklow	Appleton	SJ6383
1961	2	CHS	Bucklow	Appleton Thorn	
1966	1	KEN	Bewsbury	Appleton	TR3447
1971	1	NFK	`Freebridge'	Appleton	TF7027
1976	1	YKS	Land of Count Alan	Appleton	
1976	2	YKS	Land of Count Alan	East Appleton	SE2395
1981	1	YKS	{Maneshou}	Appleton	
