seq_num,anc_cnty,anc_par,par_flag,wheat,barley,oats,b_and_o,potatoes,peas,beans,p_and_b,turnips,rape,t_or_r,rye,oth_crop,other,oth_crop_2,other_2,notes
4161,WILTSHIRE,WESTPORT ST MARY,,326.25,273.5,193,,8.5,74,69.75,,,,93,,,,,,
4162,WILTSHIRE,WILCOT,,594.5,147,129.5,,10.75,108,119,,,,125.25,8,,,,,
4163,WILTSHIRE,WILTON,,231,229,172,,5,39,,,,,35,,,,,,
4164,WILTSHIRE,WINKFIELD,,92,35,45,,6,8,2,,,,,,,,,,
4165,WILTSHIRE,WINTERBOURNE GUNNER,,88,112,109,,,30,,,,,,,,,,,
4166,WILTSHIRE,WINTERBOURNE STOKE,,353,264,93,,,10,,,,,34,,,,,,
4167,WILTSHIRE,WINTERSLOW,,608,578,280,,2,35,,,,,60,6,,,,,
4168,WILTSHIRE,WISHFORD,,280,280,45,,8,10,,,,,12,,,,,,
4169,WILTSHIRE,WOODBOROUGH,,180,50,50,,20,25,45,,,,40,,,,,,
4170,WILTSHIRE,WOOTTON BASSETT,,120.5,55.5,38.75,,41,5,23.25,,,,12.5,,,,,,
4171,WILTSHIRE,WORTON,,28,5,2,,6,5,20,,,,,,,,,,
4172,WILTSHIRE,YATTON KEYNELL,,157,93,53,,8,37,15,,,,,,,,,,
4173,WORCESTERSHIRE,AB LENCH,,,,,,,,,,,,,,,,,,SEE FLADBURY
4174,WORCESTERSHIRE,ABBERTON,,103,60,19,,,6,46,,,,5,,,,,,
4175,WORCESTERSHIRE,ABBOTTS MORTON,,102,100,13,,3,,,76,,,,,,,,,
4176,WORCESTERSHIRE,ACTON BEAUCHAMP,,140,18,40,,4.5,33.5,19.5,,,,24.5,,,,,,
4177,WORCESTERSHIRE,ALDERMINSTER,,412,131,291,,4,,,89,,,17,,,,,,
4178,WORCESTERSHIRE,ALFRICK,,,,,,,,,,,,,,,,,,SEE SUCKLEY
4179,WORCESTERSHIRE,ALSTONE,,,,,,,,,,,,,,,,,,SEE OVERBURY
4180,WORCESTERSHIRE,ALVECHURCH,,809,64,436,,6,58,333,,,,2,,,,,,
4181,WORCESTERSHIRE,ARELEY KINGS,,131,150,12,,5,6,6,,151,,,15,,,,,
4182,WORCESTERSHIRE,ASTLEY,,346,360,28,,11,57,7,,,,200,68,,,,,
4183,WORCESTERSHIRE,BADSEY,,296,250.5,13,,0.5,1.75,169.5,,,,3,,,,,,
4184,WORCESTERSHIRE,BEDWARDINE,,,,,,,,,,,,,,,,,,SEE ST JOHN IN BEDWARDINE
4185,WORCESTERSHIRE,BEOLEY,,521,68,255.5,,10,100.5,167,,,,6,,,,,,
4186,WORCESTERSHIRE,BERROW,,291,20,14,,1,14,128,,,,13,,,,,,
4187,WORCESTERSHIRE,BESFORD,,,,,,,,,,,,,,,,,,SEE PERSHORE
4188,WORCESTERSHIRE,BEWDLEY,,,,,,,,,,,,,,,,,,SEE RIBBESFORD
4189,WORCESTERSHIRE,BIRLINGHAM,,135,30,3,,12,15,22,,,,56,,,,,,
4190,WORCESTERSHIRE,BIRTSMORTON,,100,2,6,,5,9,57,,,,12,,,,,,
4191,WORCESTERSHIRE,BISHAMPTON,,275.5,136.5,69.5,,0.75,43.5,106.5,,,,1,3,,,,,
4192,WORCESTERSHIRE,BLOCKLEY,,497,408,377.5,,9.5,76.75,100.75,,,,98,,,,,,
4193,WORCESTERSHIRE,BOCKLETON,,307,27,236,,11.75,94.5,3,,,,16.5,,,,,,
4194,WORCESTERSHIRE,BRADLEY,,122,3,29,,,14,71,,,,,,,,,,
4195,WORCESTERSHIRE,BRANSFORD,,196,22,20,,,40,59,,,,,,,,,,
4196,WORCESTERSHIRE,BREDICOT,,86.25,9.5,17,,,11,31,,,,6,,,,,,
4197,WORCESTERSHIRE,BREDON WITH BREDONS NORTON,,354,329,19,,6,3,275,,99,,,,,,,,
4198,WORCESTERSHIRE,BRETFORTON,,376,224,61,,,16,282,,,,5,,,,,,
4199,WORCESTERSHIRE,BRICKLEHAMPTON,,,,,,,,,,,,,,,,,,SEE PERSHORE
4200,WORCESTERSHIRE,BROADWAS,,188,8,23,,2,15.5,91,,,,12,,,,,,
4201,WORCESTERSHIRE,BROADWAY,,432.75,355.75,192.5,,4.5,38.5,194.75,,,,90.5,,,,,,
4202,WORCESTERSHIRE,BROMSGROVE,,908.75,724.25,514.25,,194.25,110.5,134.75,,,,424,40.75,,,,,
4203,WORCESTERSHIRE,BROUGHTON HACKETT,,56,48,,,,,35,,,,,,,,,,
4204,WORCESTERSHIRE,BUSHLEY,,100.25,8.75,,,1.5,7.25,69.5,,,,,,,,,,
4205,WORCESTERSHIRE,CASTLEMORTON,,,,,,,,,,,,,,,,,,SEE LONGDON
4206,WORCESTERSHIRE,CHACELEY,,197,47,5,,,63,67,,,,7,,,,,,
4207,WORCESTERSHIRE,CHURCH HONEYBOURNE,,306,139.5,56.5,,,,163,,,,,,,,,,
4208,WORCESTERSHIRE,CHURCH LENCH,,252,60,133,,7,45,76,,,,51,4,,,,,
4209,WORCESTERSHIRE,CHURCHILL (I.E. NEAR KIDDERMINSTER),,54,172,24,,1.5,24,,,,,50,10,,,,,
4210,WORCESTERSHIRE,CHURCHILL (I.E. NEAR WORCESTER),,89,41,5,,0.25,1,51,,,,,,,,,,
4211,WORCESTERSHIRE,CLAINES,,637,259.5,63,,43.75,66,210.25,,,,88,22.5,,,,,
4212,WORCESTERSHIRE,CLEEVE PRIOR,,177,117,49,,6,6,52,,,,,,,,,,
4213,WORCESTERSHIRE,CLIFTON UPON TEME,,223,44,111,,13,55,37,,36,,,,,,,,
4214,WORCESTERSHIRE,COFTON HACKETT,,149,93,70,,2,47,24,,,,46,,,,,,
4215,WORCESTERSHIRE,COTHERIDGE,,342,46,54,,4,14,111.5,,,,50,,,,,,
4216,WORCESTERSHIRE,CROOME DABITOT,,39,18,4,,1,4,20,,,,13,,,,,,
4217,WORCESTERSHIRE,CROPTHORNE,,625.5,384,83,,8.75,72,248,,,,172.5,,,,,,
4218,WORCESTERSHIRE,CROWLE,,239,33,35,,2,39,146,,,,,,,,,,
4219,WORCESTERSHIRE,CUTSDEAN,,185,111,180,,,30,,,,,146,,,,,,
4220,WORCESTERSHIRE,DAYLESFORD,,73,65,49,,4,12,6,,,,32,,,,,,
4221,WORCESTERSHIRE,DEFFORD,,,,,,,,,,,,,,,,,,SEE PERSHORE
4222,WORCESTERSHIRE,DODDENHAM,,,,,,,,,,,,,,,,,,SEE KNIGHTWICK
4223,WORCESTERSHIRE,DODDERHILL AND ELMBRIDGE,,853.5,314.75,119.5,,1,91,293.75,,48.5,,,11,,,,,
4224,WORCESTERSHIRE,DORMSTON,,106,32,32.5,,,6,58.5,,,,,,,,,,
4225,WORCESTERSHIRE,DOVERDALE,,144,74,22,,2,26,95,,,,38,,,,,,
4226,WORCESTERSHIRE,"DROITWICH, SS. ANDREW AND MARY WITTON",,66.5,24,8.5,,3,10,8.75,,12,,,,,,,,
4227,WORCESTERSHIRE,"DROITWICH, ST PETER",,97,29,23,,5,17.75,11,,5,,,,,,,,
4228,WORCESTERSHIRE,DUDLEY,,259,107,258,,34,10,14,,,,,,,,,,
4229,WORCESTERSHIRE,EARLS CROOME,,184,82,37,,6,16,92,,,,15,,,,,,
4230,WORCESTERSHIRE,EASTHAM,,255,13,72,,1,65,34,,,,26,,,,,,
4231,WORCESTERSHIRE,ECKINGTON,,167,144,,,15,8,182,,,,102,,,,,,
4232,WORCESTERSHIRE,ELDERSFIELD,,497,52,2,,5,35.5,272,,13,,,9,,,,,
4233,WORCESTERSHIRE,ELMBRIDGE,,,,,,,,,,,,,,,,,,SEE DODDERSHILL
4234,WORCESTERSHIRE,ELMLEY CASTLE,,133.5,67,29,,,11,61,,,,16,,,,,,
4235,WORCESTERSHIRE,ELMLEY LOVETT,,367,105,86,,6,35,126,,,,,5,,,,,
4236,WORCESTERSHIRE,EVENLODE,,129,53,117,,3,26,24,,,,3,,,,,,
4237,WORCESTERSHIRE,EVESHAM,,112,30,,,38,,17,,5,,,,,,,,
4238,WORCESTERSHIRE,FECKENHAM,,820,147,249,,,79,386,,,,21,,,,,,
4239,WORCESTERSHIRE,"FLADBURY, WITH AB LENCH, THROCKMORTON AND WYRE PIDDLE",,652,489,93,,7,76,338,,,,109,13,,,,,
4240,WORCESTERSHIRE,FLYFORD FLAVELL,,110,83,25,,,,75,,,,,,,,,,
4241,WORCESTERSHIRE,FRANKLEY,,133,60,151,,,,,,,,17,,,,,,
4242,WORCESTERSHIRE,GRAFTON (I.E. NEAR BROMSGROVE),,286.5,47,53.75,,,5.75,97,,,,11,,,,,,
4243,WORCESTERSHIRE,GRAFTON FLYFORD,,210,80,70,,,15,100,,,,2,,,,,,
4244,WORCESTERSHIRE,GREAT HAMPTON,,273,140,69,,18,15,116,,7,,,,,,,,
4245,WORCESTERSHIRE,GREAT WITLEY,,157.5,59.5,36,,6,23.5,29.5,,,,54,10.5,,,,,
4246,WORCESTERSHIRE,GRIMLEY,,366,131.5,47,,9.5,51.5,88.75,,,,54.75,3,,,,,
4247,WORCESTERSHIRE,HADZOR,,159,37,42,,,32,54,,,,,,,,,,
4248,WORCESTERSHIRE,HAGLEY,,126,155,37,,,9,1,,,,75,32,,,,,
4249,WORCESTERSHIRE,HALLOW,,525.25,192,60.25,,20.75,78.5,122,,,,56,19,,,,,
4250,WORCESTERSHIRE,HAMPTON LOVETT,,254,130.25,41.25,,,29,166.75,,16.25,,,,,,,,
4251,WORCESTERSHIRE,HANBURY,,1870,295,271,,1,78,319,,,,6,,,,,,
4252,WORCESTERSHIRE,HANLEY CASTLE,,751,349,186,,9,118,135,,,,206,13,,,,,
4253,WORCESTERSHIRE,HANLEY CHILD,,102,18,29,,2,26,4,,,,13,,,,,,
4254,WORCESTERSHIRE,HANLEY WILLIAM,,107,8,51,,8,25,8,,,,7,,,,,,
4255,WORCESTERSHIRE,HARTLEBURY,,755,595,62,,41,97,27,,,,523,80,,,,,
4256,WORCESTERSHIRE,HARVINGTON,,189.75,184.75,33.5,,1.5,38,36.5,,120.5,,,1,,,,,
4257,WORCESTERSHIRE,HIMBLETON,,375,97,85,,,12,136,,6,,,,,,,,
4258,WORCESTERSHIRE,HINDLIP,,174,21,27,,,22,92,,4,,,,,,,,
4259,WORCESTERSHIRE,HOLDFAST,,,,,,,,,,,,,,,,,,SEE RIPPLE
4260,WORCESTERSHIRE,"HOLT, AND LITTLE WITLEY",,401,147,62,,7,58,48,,,,133,,,,,,
4261,WORCESTERSHIRE,HUDDINGTON,,147,27,38,,,6,67,,,,,,,,,,
4262,WORCESTERSHIRE,ICOMB,,64,40,8,,,18,20,,,,20,,,,,,
4263,WORCESTERSHIRE,INKBERROW,,1271,358,168,,,,,605,,,28,20,,,,,
4264,WORCESTERSHIRE,KEMPSEY,,393.25,216.5,51.25,,9,56.5,133.5,,74.75,,,9.5,,,,,
4265,WORCESTERSHIRE,KIDDERMINSTER AND CHAPELRY OF MITTON,,880,1156,144,,122,83,,,,,978,538,,,,,
4266,WORCESTERSHIRE,KINGTON,,133,43,46,,0.5,15,65.5,,4,,,,,,,,
4267,WORCESTERSHIRE,KNIGHTON ON TEME,,246,15,48,,12,56,19,,,,5.5,,,,,,
4268,WORCESTERSHIRE,KNIGHTWICK AND DODDENHAM,,143,38,35.5,,5,20.75,45.75,,,,18.75,1,,,,,
4269,WORCESTERSHIRE,KYREWOOD,,70,6,30,,3,14,6,,,,5,,,,,,
4270,WORCESTERSHIRE,LEIGH,,863,162,140,,22,105,227,,,,50,27,HOPS,100,,,
4271,WORCESTERSHIRE,LENCHWICK,,,,,,,,,,,,,,,,,,SEE NORTON
4272,WORCESTERSHIRE,LINDRIDGE,,189,15,59,,6,42.5,37.5,,,,12,,,,,,
4273,WORCESTERSHIRE,LITTLE COMBERTON,,110,120,10,,,,90,,,,,,,,,,
4274,WORCESTERSHIRE,LITTLE WITLEY,,,,,,,,,,,,,,,,,,SEE HOLT
4275,WORCESTERSHIRE,"LITTLETON (I.E. NORTH, MIDDLE, AND SOUTH LITTLETON)",,285,254,73,,8,25,107,,,,,,,,,,
4276,WORCESTERSHIRE,LONGDON AND CASTLEMORTON,,998.75,221,,,10.25,137.5,506.5,,,,,,,,,,
4277,WORCESTERSHIRE,LOWER SAPEY,,155,16,81,,2,41,10,,,,15,,,,,,
4278,WORCESTERSHIRE,LULSLEY,,,,,,,,,,,,,,,,,,SEE SUCKLEY
4279,WORCESTERSHIRE,MADRESFIELD,,135,79,42,,2,,74,,7,,,,,,,,
4280,WORCESTERSHIRE,MARTIN HUSSINGTREE,,192,56,27,,7,14,57,,11,,,,,,,,
4281,WORCESTERSHIRE,MARTLEY,,632,225,120,,9,52,142,,,,133,9,,,,,
4282,WORCESTERSHIRE,MATHON,,320,51,76.5,,14,51,81,,,,38,4,,,,,
4283,WORCESTERSHIRE,MITTON,,,,,,,,,,,,,,,,,,SEE KIDDERMINSTER
4284,WORCESTERSHIRE,NAUNTON BEAUCHAMP,,106,75,6,,1,20,51,,,,,,,,,,
4285,WORCESTERSHIRE,NORTH PIDDLE,,133,92,24,,,11,97,,,,,,,,,,
4286,WORCESTERSHIRE,NORTHFIELD,,578,172.75,320,,24.5,31,50.5,,,,81,,,,,,
4287,WORCESTERSHIRE,NORTON AND LENCHWICK,,377.25,244,91,,8,36.25,107.75,,124,,,,,,,,
4288,WORCESTERSHIRE,NORTON JUXTA KEMPSEY,,325,131,47,,,31.5,105.5,,,,4.5,,,,,,
4289,WORCESTERSHIRE,ODDINGLEY,,198,14,37,,2,14,47,,,,,3,,,,,
4290,WORCESTERSHIRE,OFFENHAM,,205.75,143.25,7,,,61.5,58.75,,,,74.75,,,,,,
4291,WORCESTERSHIRE,OLD SWINFORD,,148.5,291.25,,,,,,,,,,44.25,,,,,
4292,WORCESTERSHIRE,OLDBERROW,,118.5,3.5,74,,,10.5,45,,,,6,,,,,,
4293,WORCESTERSHIRE,ORLETON,,40,,7,,,5,9,,,,2,,,,,,
4294,WORCESTERSHIRE,"OVERBURY, WITH ALSTONE, TEDDINGTON, AND WASHBOURNE",,336,296,74,,8,45,229,,102,,,,,,,,
4295,WORCESTERSHIRE,PEDMORE,,162.5,201,51.25,,9.5,,,,125,,,21,,,,,
4296,WORCESTERSHIRE,PENSAX,,120,31,44.5,,13,25,10.5,,,,11.5,,,,,,
4297,WORCESTERSHIRE,PEOPLETON,,160,119.5,27.25,,1,,110,,,,,,,,,,
4298,WORCESTERSHIRE,"PERSHORE, WITH BESFORD, BRICKLEHAMPTON, DEFFORD, AND PINVIN",,1209,627,299,,102.5,105,587.5,,,,201,,,,,,
4299,WORCESTERSHIRE,PINVIN,,,,,,,,,,,,,,,,,,SEE PERSHORE
4300,WORCESTERSHIRE,PIRTON,,189,109,53,,4,20,55,,,,21,,,,,,
4301,WORCESTERSHIRE,QUEENHILL ,,,,,,,,,,,,,,,,,,SEE RIPPLE
4302,WORCESTERSHIRE,RIBBESFORD AND THE BOROUGH OF BEDLEY,,271.25,86.75,118.75,,45,47.5,13.25,,,,27.25,,,,,,
4303,WORCESTERSHIRE,"RIPPLE, WITH HOLDFAST, AND QUEENHILL",,474,270,60.5,,28.75,136,207.5,,,,60,9.75,,,,,
4304,WORCESTERSHIRE,ROUS LENCH,,267.5,107,58.5,,,57.5,59.5,,,,20,4,,,,,
4305,WORCESTERSHIRE,RUSHOCK,,177.75,65,25,,1,27,36,,,,31.75,,,,,,
4306,WORCESTERSHIRE,ST JOHN IN BEDWARDINE,,369.25,288.5,93.5,,34,39,79.5,,92,,,18.25,,,,,
4307,WORCESTERSHIRE,SALWARPE,,262.5,118,23.5,,4.75,30.5,133,,26,,,,,,,,
4308,WORCESTERSHIRE,SEDGEBERROW,,142,129,,,3,4,80,,,,7,,,,,,
4309,WORCESTERSHIRE,SEVERN STOKE,,285,253,7,,12,55,85,,95,,,21,,,,,
4310,WORCESTERSHIRE,SHELSLEY BEAUCHAMP,,153.25,13,46,,5.75,16,74,,3.5,,,,,,,,
4311,WORCESTERSHIRE,SHELSLEY WALSH,,20,,,,,,11,,,,7,,,,,,
4312,WORCESTERSHIRE,"SHIPSTON ON STOUR, AND TIDMINGTON",,152.25,127,31.5,,,2,138.25,,,,,,,,,,
4313,WORCESTERSHIRE,SPETCHLEY,,139,18,8,,,19,22,,,,,,,,,,
4314,WORCESTERSHIRE,STANFORD ON TEME,,46,15,20,,1,16,25,,,,,,,,,,
4315,WORCESTERSHIRE,STAUNTON,,400,100,40,,10,50,150,,40,,,10,,,,,
4316,WORCESTERSHIRE,STOCKTON ON TEME,,85,20,12,,3,14,50,,20,,,,,,,,
4317,WORCESTERSHIRE,STOKE PRIOR,,570,237,155.5,,25.5,44.5,157.5,,,,71.25,,,,,,
4318,WORCESTERSHIRE,STONE,,234,303,36.5,,7.5,25,2,,239,,,114,,,,,
4319,WORCESTERSHIRE,STOULTON,,299.25,165,45,,6,5,128,,,,23.5,,,,,,
4320,WORCESTERSHIRE,STRENSHAM,,214,137,40,,6,36,130,,,,,,VETCHES,10,,,
4321,WORCESTERSHIRE,"SUCKLEY, WITH ALFRICK AND LULSLEY",,553,70,133,,40,87,142,,79,,,13,,,,,
4322,WORCESTERSHIRE,TEDDINGTON,,,,,,,,,,,,,,,,,,SEE OVERBURY
4323,WORCESTERSHIRE,THROCKMORTON,,,,,,,,,,,,,,,,,,SEE FLADBURY
4324,WORCESTERSHIRE,TIBBERTON,,203,14.5,6,,,,123,,,,,,,,,,
4325,WORCESTERSHIRE,TIDMINGTON,,,,,,,,,,,,,,,,,,SEE SHIPSTON ON STOUR
4326,WORCESTERSHIRE,TREDINGTON,,,,,,,,,,,,,,,,,,NO FIGURES IN ACRES
4327,WORCESTERSHIRE,UPTON SNODSBURY,,216,120.5,35,,2.5,19,88.5,,,,19,,,,,,
4328,WORCESTERSHIRE,UPTON WARREN,,437,83,118,,,79,153.5,,,,,,,,,,
4329,WORCESTERSHIRE,UPTON UPON SEVERN,,317,40.5,31,,35,45.5,112,,,,48,5,,,,,
4330,WORCESTERSHIRE,WARNDON,,135,30,2,,1,,98,,17,,,,,,,,
4331,WORCESTERSHIRE,WASHBOURNE,,,,,,,,,,,,,,,,,,SEE OVERBURY
4332,WORCESTERSHIRE,WELLAND,,180,25,11.5,,5.5,17.25,35.75,,33,,,0.5,,,,,
4333,WORCESTERSHIRE,WHITE LADIES ASTON,,126.25,92,6,,2.5,,70.5,,,,19,,,,,,
4334,WORCESTERSHIRE,WICHENFORD,,479,32.5,147,,4,50.75,113.5,,,,18,,,,,,
4335,WORCESTERSHIRE,WICK,,210.5,218.25,12.5,,,,101.5,,73.5,,,,,,,,
4336,WORCESTERSHIRE,WICKHAMFORD,,219,125,28,,,1,105,,,,,,,,,,
4337,WORCESTERSHIRE,WOLVERLEY,,349,696,100,,14,69,,,611,,,243,,,,,
4338,WORCESTERSHIRE,WORCESTER ST MARTIN,,134,43,6,,,9,61,,3,,,,,,,,
4339,WORCESTERSHIRE,WYRE PIDDLE,,,,,,,,,,,,,,,,,,SEE FLADBURY
4340,WORCESTERSHIRE,YARDLEY,,370,120,400,,40,90,100,,50,,,,,,,,
4341,YORKSHIRE (EAST RIDING),ACKLAM,,23.75,16,322,,7.5,10.5,31,,,,144.5,,MASLIN,9,,,
4342,YORKSHIRE (EAST RIDING),ALDBROUGH,,894,16,1080,,10,9,130,,,,211,,RYE OR MASLIN,6,,,
4343,YORKSHIRE (EAST RIDING),ALLERTHORPE,,25,14,16,,7,,,,,,15,,,,,,
4344,YORKSHIRE (EAST RIDING),ATWICK,,375,29,292,,2,8,92,,,,46,,,,,,
4345,YORKSHIRE (EAST RIDING),AUBURN,,,,,,,,,,,,,,,,,,SEE FRAISTHORPE
4346,YORKSHIRE (EAST RIDING),BARLBY,,,,,,,,,,,,,,,,,,SEE HEMINGBOROUGH
4347,YORKSHIRE (EAST RIDING),BARMBY MOOR,,60,20,55,,15,10,6,,,,42,25,,,,,
4348,YORKSHIRE (EAST RIDING),BARMBY ON THE MARSH,,195,89.75,213.25,,72.5,16.25,24.25,,,,7,21.25,,,,,
4349,YORKSHIRE (EAST RIDING),BARMSTON,,94.5,13,457,,8,,3.5,,,,204,,RYE OR MASLIN,1,,,
4350,YORKSHIRE (EAST RIDING),BEMPTON,,122.75,60.5,263.25,,4.25,11,34.5,,,,91,,,,,,
4351,YORKSHIRE (EAST RIDING),BESSINGBY,,85,46,134,,0.5,2.5,30,,,,80,,,,,,
4352,YORKSHIRE (EAST RIDING),BEVERLEY ST MARY,,,,8,,4,2,,,,,,,,,,,
4353,YORKSHIRE (EAST RIDING),BEVERLEY ST MARY (HOLME CHURCH ALITER ST NICHOLAS ANNEXED),,5,4,32,,6,1,,,,,3,,,,,,
4354,YORKSHIRE (EAST RIDING),BIELBY,,63.5,53,330.5,,26,,1,,,,137.5,70.5,,,,,
4355,YORKSHIRE (EAST RIDING),BILTON,,120,,140,,5.75,,13,,,,70,,,,,,
4356,YORKSHIRE (EAST RIDING),BIRDSALL,,111,129,432,,12,10,16,,,,282,,,,,,
4357,YORKSHIRE (EAST RIDING),BISHOP WILTON,,469,220,245,,7.5,107,271,,,,286,30,,,,,
4358,YORKSHIRE (EAST RIDING),BLACKTOFT,,466,39,442,,25,,232,,90,,,22,,,,,
4359,YORKSHIRE (EAST RIDING),BOYNTON,,22,22,,,,,,,32,,,,RYE OR MASLIN,76,,,
4360,YORKSHIRE (EAST RIDING),BRANDESBURTON,,353,62.25,373.25,,13.5,,44.75,,,,150.75,,,,,,
4361,YORKSHIRE (EAST RIDING),BRANTINGHAM,,111,115,85,,5,18,71,,96,,,18,,,,,
4362,YORKSHIRE (EAST RIDING),BRIDLINGTON,,805,1078.75,901,,32,91,266.5,,497.75,,,,,,,,
4363,YORKSHIRE (EAST RIDING),BUGTHORPE,,200,50,100,,2,3,40,,,,35,,,,,,
4364,YORKSHIRE (EAST RIDING),BURNBY,,140,85,41,,4,,53,,,,25,,,,,,
4365,YORKSHIRE (EAST RIDING),BURSTWICK,,597,34,1273,,13,,,227,,,199,,RYE OR MASLIN,2,,,
4366,YORKSHIRE (EAST RIDING),BURTON PIDSEA,,290,24,203,,2.5,,144,,,,31,,,,,,
4367,YORKSHIRE (EAST RIDING),BURYTHORPE,,15,43,84,,5,3,2,,,,100,,RYE OR MASLIN,6,,,
4368,YORKSHIRE (EAST RIDING),CARNABY,,137,80,91,,2.75,24,79,,,,89,,,,,,
4369,YORKSHIRE (EAST RIDING),CATTON,,542,140,709,,51,23,117,,,,311,,RYE OR MASLIN,175,,,
4370,YORKSHIRE (EAST RIDING),CHERRY BURTON,,450,150,150,,2,20,400,,,,50,,,,,,
4371,YORKSHIRE (EAST RIDING),COWLAM,,30,130,200,,0.5,6,,,,,140,,,,,,
4372,YORKSHIRE (EAST RIDING),DRIFFIELD (GREAT AND LITTLE DRIFFIELD),,706,395,297,,4,213,57,,,,282,,,,,,
4373,YORKSHIRE (EAST RIDING),DRYPOOL,,175,2.5,68,,5.5,,76,,,,,,,,,,
4374,YORKSHIRE (EAST RIDING),DUNNINGTON,,50,40,200,,10,5,10,,,,60,,RYE OR MASLIN,100,,,
4375,YORKSHIRE (EAST RIDING),EASINGTON,,534,62,264,,19,,336,,,,44,,,,,,
4376,YORKSHIRE (EAST RIDING),ELLERKER,,166,71,103,,10,,93,,30,,,4,,,,,
4377,YORKSHIRE (EAST RIDING),ELVINGTON,,185,40,268,,8,28,51,,51,,,,RYE OR MASLIN,66,,,
4378,YORKSHIRE (EAST RIDING),ELSTRONWICK,,162,,27.5,,,,133,,,,,,,,,,
4379,YORKSHIRE (EAST RIDING),ETTON,,332,299,215,,9,76,134,,99.5,,,,,,,,
4380,YORKSHIRE (EAST RIDING),EVERINGHAM,,88,15,435,,27,1,4,,,,184,,RYE OR MASLIN,60,,,
4381,YORKSHIRE (EAST RIDING),FANGFOSS,,95,39,89,,10,29,35,,,,45,,,,,,
4382,YORKSHIRE (EAST RIDING),FILEY,,193,34,415,,36,3,86,,,,110,,,,,,
4383,YORKSHIRE (EAST RIDING),FLAMBOROUGH,,213,107,297,,10,,,78,,,113,,,,,,
4384,YORKSHIRE (EAST RIDING),FOLKTON,,96,305,185,,8,16,,,,,193,,RYE OR MASLIN,8,,,
4385,YORKSHIRE (EAST RIDING),FOSTON,,507,237,456,,2,100,52,,,,40,,,,,,
4386,YORKSHIRE (EAST RIDING),FOXHOLES,,76,118,197,,8,41,,,124,,,,,,,,
4387,YORKSHIRE (EAST RIDING),FRAISTHORPE AND AUBURN,,129,30,202,,2.25,12,11,,71,,,,,,,,
4388,YORKSHIRE (EAST RIDING),FULFORD,,141.5,50,181,,63.5,8,21,,36,,,20.5,,,,,
4389,YORKSHIRE (EAST RIDING),GANTON,,44,103,106,,5,14,,,,,90,,,,,,
4390,YORKSHIRE (EAST RIDING),GARTON,,220,,191,,3,,40,,,,66,,RYE OR MASLIN,3,,,
4391,YORKSHIRE (EAST RIDING),GARTON ON THE WOLDS,,370,400,251,,3,72,,,377,,,,,,,,
4392,YORKSHIRE (EAST RIDING),GOODMANHAM,,141,332,331,,1,5,,,,,172,,RYE OR MASLIN,1,,,
4393,YORKSHIRE (EAST RIDING),GOXHILL,,99,,61.5,,1.5,,7,,,,4,,,,,,
4394,YORKSHIRE (EAST RIDING),GREAT DRIFFIELD,,,,,,,,,,,,,,,,,,SEE DRIFFIELD
4395,YORKSHIRE (EAST RIDING),HARSWELL,,41,6.5,328,,5.5,3,11,,,,103,,RYE OR MASLIN,57,,,
4396,YORKSHIRE (EAST RIDING),HAYTON,,102,82,204,,12,1,5,,,,174.5,24.5,,,,,
4397,YORKSHIRE (EAST RIDING),HEDON,,6.5,,2.25,,1,,1.25,,,,,,,,,,
4398,YORKSHIRE (EAST RIDING),HELPERTHORPE,,77,190,130,,,17,,,,,89,,,,,,
4399,YORKSHIRE (EAST RIDING),HEMINGBROUGH AND THE CHAPELRY OF BARLBY,,1137,233,1407,,135,25,434,,,,128,39,,,,,
4400,YORKSHIRE (EAST RIDING),"HESLINGTON, ST PAULS",,117,96.25,51,,19.25,,,,,,67.25,9.75,,,,,
4401,YORKSHIRE (EAST RIDING),HESSLE,,740.75,182,421,,105.25,14.5,254.25,,70,,,,,,,,
4402,YORKSHIRE (EAST RIDING),HILSTON,,87,2,74,,,,10,,,,15,,,,,,
4403,YORKSHIRE (EAST RIDING),HOLLYM WITH WITHERNSEA,,423,6,250,,15,,130,,3,,,,,,,,
4404,YORKSHIRE (EAST RIDING),HOLME ON THE WOLDS,,134,177,205,,3,63,28,,,,188,,,,,,
4405,YORKSHIRE (EAST RIDING),HOLME UPON SPALDING MOOR,,332.25,183.75,1609.75,,167.25,7.75,10,,,,358,,RYE OR MASLIN,380.75,,,
4406,YORKSHIRE (EAST RIDING),HOLMPTON,,265,20,114,,15,,152,,2,,,,,,,,
4407,YORKSHIRE (EAST RIDING),HORNSEA,,479,16,188,,12,,337,,,,27,,,,,,
4408,YORKSHIRE (EAST RIDING),HOTHAM,,140,109,305,,18,,,,,,140,,RYE OR MASLIN,21,,,
4409,YORKSHIRE (EAST RIDING),HUGGATE,,115,522,727,,5,17,,,,,591,,,,,,
4410,YORKSHIRE (EAST RIDING),HUMBLETON,,676,24,569,,14,,114,,,,160,,,,,,
4411,YORKSHIRE (EAST RIDING),HUTTON CRANSWICK,,950,132,586,,14,,,423,55,,,,MASLIN,19,,,
4412,YORKSHIRE (EAST RIDING),KEYINGHAM,,385,22,160,,,,271,,,,,,RYE OR MASLIN,9,,,
4413,YORKSHIRE (EAST RIDING),KILHAM,,517.25,767.5,607.25,,4,112.75,10,,,,413,,,,,,
