name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"Santa Amalia, 8",Santa,,0.0,0.0,0.0,0.0,SNT,S0530,SNT S0530,3766.0,3766.0,0,0,0,0,SNT,54404,37110,32413,4937,4704,0,0,0,0,0,0,0,0,0,0,,,,,
"Sargent, Jack, 254",Sargent,,0.0,0.0,0.0,0.0,SRJNT,S062053,SRJNT S062053,3772.0,3772.0,0,0,0,0,SRJNT,30712,12519,8729,1412,8729,0,0,0,0,0,0,0,0,0,0,,,,,
"Satow, Sir Ernest, 222(2)",Satow,,0.0,0.0,0.0,0.0,ST,S030,ST S030,4097.0,4097.0,0,0,0,0,ST,54405,37111,32414,7427,8851,0,0,0,0,0,0,0,0,0,0,,,,28.0,
"Saunders, Bessie, 254; Bruce, 285; Clervaux, 39(2); E., 136; Eleanor, 39; Evelyn, 109; Grace, 285; Hilda, 332; Isabella, 254; J., 58; James, 332; Kate, 192; Latimer, 60; R., 130; Thomas, 254; W., 39; William, 109, 254(2)",Saunders,,0.0,0.0,0.0,0.0,SNTRS,S053062,SNTRS S053062,5552.0,5552.0,0,0,0,0,SNTRS,14606,12536,8702,6786,8702,0,0,0,1,0,0,0,0,0,0,,32.0,5.0,,8.0
"Saunton, 43, 268-9; curate in charge, 268",Saunton,,0.0,0.0,0.0,0.0,SNTN,S05305,SNTN S05305,9168.0,9168.0,0,0,0,0,SNTN,54406,37112,32415,7995,8670,0,0,0,0,0,0,0,0,0,0,,,,,
"Savery, Elizabeth, Robert, Roger, 276",Savery,3719.0,0.0,0.0,1.0,0.0,SFR,S01060,SFR S01060,3719.0,3719.0,0,0,1,1,SFR,21984,12543,8658,2679,8658,1,0,1,0,1,0,1,0,1,0,18.0,23.0,24.0,26.0,31.0
"Savile, Saville, Albany, 309; E., 147; F., 309",Savile,12036.0,0.0,0.0,0.0,0.0,SFL,S01040,SFL S01040,12036.0,12036.0,0,0,0,0,SFL,30694,12541,8747,966,8747,0,0,0,0,0,0,0,0,0,0,,,,,
"Sawdye, Edward, 9(2)",Sawdye,,0.0,0.0,0.0,0.0,ST,S030,ST S030,4097.0,4097.0,0,0,0,0,ST,50668,32789,28093,7427,9709,0,0,0,0,0,0,0,0,0,0,,,,28.0,
"Scamp, Elizabeth, 169",Scamp,3728.0,0.0,0.0,0.0,0.0,SKMP,S2051,SKMP S2051,3728.0,3728.0,0,0,0,0,SKMP,12492,2361,1748,5724,1748,0,0,0,0,0,0,0,0,0,0,,,,,
"Scanlon, D., 144",Scanlon,8189.0,0.0,0.0,0.0,0.0,SKNLN,S205405,SKNLN S205405,8189.0,8189.0,0,0,0,0,SKNLN,54407,37113,32416,10429,9178,0,0,0,0,0,0,0,0,0,0,,,,,
"Scarbough, Elijah, 75(2); Marian, 75(2)",Scarbough,7251.0,0.0,0.0,0.0,0.0,SKRP,S2061020,SKRP S2061020,7251.0,7251.0,0,0,0,0,SKRP,54408,37114,32417,834,8767,0,0,0,0,0,0,0,0,0,0,,,,,
"Scholfield, Henry, Myra, 39",Scholfield,8190.0,0.0,0.0,0.0,0.0,XLFLT,S2041043,XLFLT S2041043,8190.0,8190.0,0,0,0,0,XLFLT,2443,12592,8786,3277,8786,0,0,0,0,0,0,0,0,0,0,,,,,
"Sclater, Cecil, Henry, 181",Sclater,6895.0,0.0,0.0,0.0,0.0,SKTR,S240306,SKTR S240306,6895.0,6895.0,0,0,0,0,SKTR,18993,13157,9216,789,9216,0,0,0,0,0,0,0,0,0,0,,,,,
"Scobbe, Edward, 149",Scobbe,,0.0,0.0,0.0,0.0,SKP,S2010,SKP S2010,9040.0,9040.0,0,0,0,0,SKP,54409,37115,32418,5440,11880,0,0,0,0,0,0,0,0,0,0,,,,,
"Scobell, Edwin, 199; Eliza, 276; Frances, 199; John, 276; Joseph, 199",Scobell,,0.0,0.0,0.0,0.0,SKPL,S20104,SKPL S20104,3733.0,3733.0,0,0,0,0,SKPL,9694,12599,8791,7721,8791,0,0,0,0,0,0,0,0,0,0,,,,,
"Scobie, Thomas, 249",Scobie,,0.0,0.0,0.0,0.0,SKP,S2010,SKP S2010,9040.0,9040.0,0,0,0,0,SKP,54410,37116,32419,5440,8800,0,0,0,0,0,0,0,0,0,0,,,,,
"Scott, Edward, 314; Frank, 47; H., 246; John, 19, 216; Neil, 15; Osmond, 315(3); Reginald, 315(2); Robert, 87, 246",Scott,3741.0,0.0,0.0,0.0,0.0,SKT,S203,SKT S203,3741.0,3741.0,0,0,0,0,SKT,32511,12662,8841,7906,8841,0,0,0,0,0,0,0,0,0,0,,,,,
"Scougall, Henry, 169",Scougall,13027.0,0.0,0.0,0.0,0.0,SKKL,S20204,SKKL S20204,13027.0,13027.0,0,0,0,0,SKKL,53578,36284,31588,10167,8818,0,0,0,0,0,0,0,0,0,0,,,,,
"Scriven, Charles, 198(2); Fanny, George, William, 198",Scriven,8191.0,0.0,0.0,0.0,0.0,SKFN,S260105,SKFN S260105,8191.0,8191.0,0,0,0,0,SKFN,4291,12641,8828,251,8828,0,0,0,0,0,0,0,0,0,0,,,,,
"Scrivener, Geegie, Tom, 213",Scrivener,10523.0,0.0,0.0,0.0,0.0,SKFNR,S26010506,SKFNR S26010506,10523.0,10523.0,0,0,0,0,SKFNR,582,12642,8829,439,8829,0,0,0,0,0,0,0,0,0,0,,,,,
"Seaborough, Somerset, 340",Seaborough,8192.0,0.0,0.0,0.0,0.0,SPRF,S0106020,SPRF S0106020,8192.0,8192.0,0,0,0,0,SPRF,54411,37117,32420,10430,9087,0,0,0,0,0,0,0,0,0,0,,,,,
"Seale, Thomas, 96, 98",Seale,,0.0,0.0,0.0,0.0,SL,S040,SL S040,4091.0,4091.0,0,0,0,0,SL,30310,12680,8854,993,8854,0,0,0,0,0,0,0,0,0,0,,,,,
"Sealeby Castle, Cumberland, 238",Sealeby,13342.0,0.0,0.0,0.0,0.0,SLP,S04010,SLP S04010,13342.0,13342.0,0,0,0,0,SLP,54412,37118,32421,4945,8868,0,0,0,0,0,0,0,0,0,0,,,,,
"Sealy, Edward, 1(2); Mary, 1(2); R., 1",Sealy,,0.0,0.0,0.0,0.0,SL,S040,SL S040,4091.0,4091.0,0,0,0,0,SL,4125,12683,8856,993,8856,0,0,0,0,0,1,0,0,0,0,,,12.0,,
"Seaman, John, 271, 273",Seaman,,0.0,0.0,0.0,0.0,SMN,S0505,SMN S0505,3860.0,3860.0,0,0,0,0,SMN,21919,12684,9131,1118,9131,0,0,0,0,0,0,0,1,0,0,,,0.0,0.0,4.0
"Seapley, Elizabeth, Sir Harry, William, 244",Seapley,,0.0,0.0,0.0,0.0,SPL,S0140,SPL S0140,9079.0,9079.0,0,0,0,0,SPL,54413,37119,32422,41,9084,0,0,0,0,0,0,0,0,0,0,,,,31.0,
"Searle, Elizabeth, William, 187",Searle,,0.0,0.0,0.0,1.0,SRL,S0640,SRL S0640,3771.0,3771.0,0,0,0,0,SRL,31286,12692,8861,3717,8861,0,0,0,0,0,0,0,0,0,0,,,,14.0,
"Seaton, 269; vicar of, 269",Seaton,,0.0,0.0,0.0,0.0,STN,S0305,STN S0305,4099.0,4099.0,0,1,0,0,STN,17741,12698,8905,1240,8905,0,0,0,0,0,0,0,1,0,0,,,,12.0,
"Seaton, Lady, Lord, 51",Seaton,,0.0,0.0,0.0,0.0,STN,S0305,STN S0305,4099.0,4099.0,0,1,0,0,STN,17741,12698,8905,1240,8905,0,0,0,0,0,0,0,1,0,0,,,,12.0,
"Seccombe, Charity, Roger, Thomas, 146",Seccombe,3742.0,0.0,0.0,0.0,0.0,SKMP,S020510,SKMP S020510,3742.0,3742.0,0,0,0,0,SKMP,10933,12702,8871,5724,8871,0,0,0,0,0,0,0,0,0,0,,,,,
"Secker, George, Helen, 255",Secker,,0.0,0.0,0.0,0.0,SKR,S0206,SKR S0206,4083.0,4083.0,0,0,0,0,SKR,29409,12405,8673,435,8673,0,0,0,0,0,0,0,0,0,0,,,,,
"Selassie, Haile, 158",Selassie,,0.0,0.0,0.0,0.0,SLS,S04020,SLS S04020,10998.0,10998.0,0,0,0,0,SLS,54414,37120,32423,3440,8758,0,0,0,0,0,0,0,0,0,0,,,,,
"Seldon, Stanley, 236",Seldon,3857.0,0.0,0.0,0.0,0.0,SLTN,S04305,SLTN S04305,3857.0,3857.0,0,0,0,0,SLTN,14516,12719,8882,1896,8882,0,0,0,0,0,0,0,0,0,0,,,,,
"Sellick, Joan, 338",Sellick,,1.0,0.0,0.0,0.0,SLK,S0402,SLK S0402,3929.0,3929.0,0,0,0,0,SLK,15728,12726,8886,778,8886,0,0,0,1,0,0,0,0,0,0,26.0,13.0,14.0,25.0,
"Senhouse, Elizabeth, 41",Senhouse,13343.0,0.0,0.0,0.0,0.0,SNS,S05020,SNS S05020,13343.0,13343.0,0,0,0,0,SNS,28341,12742,8893,6576,8893,0,0,0,0,0,0,0,0,0,0,,,,,
"Sennen, Cornwall, rector of, 279",Sennen,13344.0,0.0,0.0,0.0,0.0,SNN,S0505,SNN S0505,13344.0,13344.0,0,0,0,0,SNN,54415,37121,32424,8208,9322,0,0,0,0,0,0,0,0,0,0,,,,,
"Sercombe, Frederick, 163",Sercombe,11238.0,0.0,0.0,0.0,0.0,SRKMP,S0620510,SRKMP S0620510,11238.0,11238.0,0,0,0,0,SRKMP,27153,12748,8899,5482,8899,0,0,0,0,0,0,0,0,0,0,,,,,
"Serle, George, 276",Serle,3771.0,0.0,0.0,0.0,1.0,SRL,S0640,SRL S0640,3771.0,3771.0,0,0,0,0,SRL,14221,12692,8861,3717,8861,0,0,0,0,0,0,0,0,0,0,,,,14.0,
"Setter, Frank, 276",Setter,,0.0,0.0,0.0,0.0,STR,S0306,STR S0306,4088.0,4088.0,0,0,0,0,STR,12692,12757,8908,2553,8908,0,0,0,0,0,0,0,0,0,0,,,,20.0,
"Seward, Dorothy, 347",Seward,3777.0,0.0,0.0,0.0,0.0,SRT,S063,SRT S063,3777.0,3777.0,0,0,0,0,SRT,19284,13978,8912,2833,8912,0,0,0,0,0,0,0,0,0,0,,,,18.0,
"Seymer, Bridget, 320, 321; Henry, 320",Seymer,4084.0,0.0,0.0,0.0,0.0,SMR,S0506,SMR S0506,4084.0,4084.0,0,0,1,1,SMR,22876,12772,8916,7665,8916,0,0,1,0,1,0,1,0,1,0,,12.0,13.0,18.0,20.0
"Seymour, A., 147; Agnes, 343; Alexander, 24; Amy, 250; Bill, 332; Edward, 41; Sir Edward, 250; Henry, 210; Louisa, 41",Seymour,,0.0,0.0,0.0,0.0,SMR,S0506,SMR S0506,4084.0,4084.0,0,0,1,1,SMR,6028,12772,8916,7665,8916,1,0,1,0,1,0,1,0,1,0,,12.0,13.0,18.0,20.0
"Seyntleger, James, 205, 206",Seyntleger,,0.0,0.0,0.0,0.0,SNTLJR,S05340206,SNTLJR S05340206,3751.0,3751.0,0,0,0,0,SNTLJR,54416,37122,32425,10431,9797,0,0,0,0,0,0,0,0,0,0,,,,,
"Shackleton, Henry, 240",Shackleton,8193.0,0.0,0.0,0.0,0.0,XKLTN,S0240305,XKLTN S0240305,8193.0,8193.0,0,0,0,0,XKLTN,12457,12778,8919,3341,8919,0,0,0,0,0,0,0,0,0,0,,,,,
"Shallis, Alfred, M., 1",Shallis,,0.0,0.0,0.0,0.0,XLS,S0402,XLS S0402,9491.0,9491.0,0,0,0,0,XLS,27495,2572,1908,5588,1908,0,0,0,0,0,0,0,0,0,0,,,,,
"Shapland, A., 203(3); Adam, 203; Charlotte, 203(2); Frances, 205; John, 203(2); W., 203",Shapland,,0.0,0.0,0.0,0.0,XPLNT,S014053,XPLNT S014053,3786.0,3786.0,0,0,0,0,XPLNT,9505,12804,9045,1089,9045,0,0,0,0,0,0,0,0,0,0,,,,,
"Shapley, John, 35(2); William, 130",Shapley,3785.0,0.0,0.0,0.0,0.0,XPL,S0140,XPL S0140,3785.0,3785.0,0,0,0,0,XPL,32303,12805,8943,601,8943,0,0,0,0,0,0,0,0,0,0,,,,23.0,
"Sharland, Eric, 305; Jim, 87",Sharland,,0.0,0.0,0.0,0.0,XRLNT,S064053,XRLNT S064053,3807.0,3807.0,0,0,0,0,XRLNT,12246,12808,8947,6905,8947,0,0,0,0,0,0,0,0,0,0,,,,24.0,
"Sharpe, James, 22",Sharpe,13345.0,0.0,0.0,0.0,0.0,XRP,S0610,XRP S0610,13345.0,13345.0,0,0,0,0,XRP,50171,32877,28181,4611,8950,0,0,0,0,0,0,0,0,0,0,,,,,
"Shaw, Arthur, 160; Ella, 296; John, 296(2)",Shaw,3843.0,0.0,0.0,0.0,0.0,X,S000,X S000,3843.0,3843.0,0,0,0,0,X,53584,36289,9048,5462,9048,0,0,0,0,0,0,0,0,0,0,,,,,
"Sheepshanks, Charles, 62",Sheepshanks,8194.0,0.0,0.0,0.0,0.0,XPXNKS,S012052,XPXNKS S012052,8194.0,8194.0,0,0,0,0,XPXNKS,11761,12835,8966,3756,8966,0,0,0,0,0,0,0,0,0,0,,,,,
"Sheffield, H.M.S., 247",Sheffield,13346.0,0.0,0.0,0.0,0.0,XFLT,S01043,XFLT S01043,13346.0,13346.0,0,0,0,0,XFLT,22009,12837,8969,2792,8969,0,0,0,0,0,0,0,0,0,0,,,,,
"Shell, Alfred, 90",Shell,,0.0,0.0,0.0,0.0,XL,S040,XL S040,10785.0,10785.0,0,0,0,0,XL,10173,12843,9004,5744,9004,0,0,0,0,0,0,0,0,0,0,,,,,
"Shelley, Alice, 291; Sir Frederick, 273; William, 291(2)",Shelley,,0.0,0.0,0.0,0.0,XL,S040,XL S040,10785.0,10785.0,0,0,0,0,XL,15408,12845,8856,5744,8856,0,0,0,0,0,1,0,0,0,0,,,12.0,,
"Shepard, Sheppard, Lord, 340; Phyllis, 161; R., 170",Shepard,8497.0,0.0,0.0,0.0,0.0,XPRT,S01063,XPRT S01063,8497.0,8497.0,0,0,0,0,XPRT,16626,12857,8982,384,8982,0,0,0,0,0,0,0,0,0,0,,,,,
"Shepton Beauchamp, Somerset, 38, 195",Shepton,,0.0,0.0,0.0,0.0,XPTN,S01305,XPTN S01305,3787.0,3787.0,0,0,0,0,XPTN,40520,23226,18537,2292,8932,0,0,0,0,0,0,0,0,0,0,,,,,
"Sherborne, bishop of, 82",Sherborne,3803.0,0.0,0.0,0.0,0.0,XRPRN,S0610650,XRPRN S0610650,3803.0,3803.0,0,0,0,0,XRPRN,9442,12864,8986,3589,8986,0,0,0,0,0,0,0,0,0,0,,,,,
"Sherman, John, 222, 223; Richard, 222, 223; William, 222, 223",Sherman,3808.0,0.0,0.0,0.0,0.0,XRMN,S06505,XRMN S06505,3808.0,3808.0,0,0,0,0,XRMN,11681,12809,9151,11,9151,0,0,0,0,0,0,0,0,0,0,,,,,18.0
"Sherston, Bridget, 280",Sherston,13347.0,0.0,0.0,0.0,0.0,XRSTN,S062305,XRSTN S062305,13347.0,13347.0,0,0,0,0,XRSTN,31414,12874,8994,5050,8994,0,0,0,0,0,0,0,0,0,0,,,,,
"Shewen, P., 173",Shewen,,0.0,0.0,0.0,0.0,XN,S050,XN S050,9549.0,9549.0,0,0,0,0,XN,43714,26420,21727,4198,9322,0,0,0,0,0,0,0,0,0,0,,,,,
"Shield, G., 111; George, 125",Shield,,0.0,0.0,0.0,0.0,XLT,S043,XLT S043,8493.0,8493.0,0,0,0,0,XLT,14422,12882,9004,7782,9004,0,0,0,0,0,0,0,0,0,0,,,,,
"Shillingford, 227, 270, 271-3; rector of, 273",Shillingford,8195.0,0.0,0.0,0.0,0.0,XLNKFRT,S040521063,XLNKFRT S040521063,8195.0,8195.0,0,0,0,0,XLNKFRT,5835,12886,9010,5904,9010,0,0,0,0,0,0,0,0,0,0,,,,,
"Shiphay, 309",Shiphay,,0.0,0.0,0.0,0.0,XF,S010,XF S010,10027.0,10027.0,0,0,0,0,XF,54417,37123,32426,2959,8956,0,0,0,0,0,0,0,0,0,0,,,,,
"Shiphay Collaton, 348",Shiphay,,0.0,0.0,0.0,0.0,XF,S010,XF S010,10027.0,10027.0,0,0,0,0,XF,54418,37123,32426,2959,8956,0,0,0,0,0,0,0,0,0,0,,,,,
"Shislton, 148",Shislton,13348.0,0.0,0.0,0.0,0.0,XLTN,S024305,XLTN S024305,13348.0,13348.0,0,0,0,0,XLTN,54418,37124,32427,735,9013,0,0,0,0,0,0,0,0,0,0,,,,,
"Shobroke, Humphrey, 205",Shobroke,,0.0,0.0,0.0,0.0,XPRK,S016020,XPRK S016020,3842.0,3842.0,0,0,0,0,XPRK,45877,17103,12447,527,9043,0,0,0,0,0,0,0,0,0,0,,,,,
"Shoolbred, Charlotte, Harriet, James, 256",Shoolbred,8196.0,0.0,0.0,0.0,0.0,XLPRT,S041603,XLPRT S041603,8196.0,8196.0,0,0,0,0,XLPRT,54419,37125,32428,10432,12044,0,0,0,0,0,0,0,0,0,0,,,,,
"Shorney, John, Martha, 209",Shorney,13349.0,0.0,0.0,0.0,0.0,XRN,S0650,XRN S0650,13349.0,13349.0,0,0,0,0,XRN,10772,12931,9049,4201,9049,0,0,0,0,0,0,0,0,0,0,,,,,
"Short, Edward, Elizabeth, 181; Francis, 174; J., 312; Margaret, 174",Short,3837.0,0.0,0.0,0.0,0.0,XRT,S063,XRT S063,3837.0,3837.0,0,0,0,0,XRT,9917,12911,9034,4625,9034,0,0,0,0,0,0,0,0,0,0,14.0,,,,
"Shortland, Willoughby, 63",Shortland,7112.0,0.0,0.0,0.0,0.0,XRTLNT,S0634053,XRTLNT S0634053,7112.0,7112.0,0,0,0,0,XRTLNT,14834,12930,9052,3548,9052,0,0,0,0,0,0,0,0,0,0,,,,,
"Shutt, Thomas, 8",Shutt,3850.0,0.0,0.0,0.0,0.0,XT,S030,XT S030,3850.0,3850.0,0,0,0,0,XT,119,12922,9080,5303,9080,0,0,0,0,0,0,0,0,0,0,,,,,
"Sid, 261",Sid,,0.0,0.0,0.0,0.0,ST,S030,ST S030,4097.0,4097.0,0,0,0,0,ST,54420,37126,32429,7427,8956,0,0,0,0,0,0,0,0,0,0,,,,28.0,
"Sidford, 348",Sidford,13350.0,0.0,0.0,0.0,0.0,STFRT,S031063,STFRT S031063,13350.0,13350.0,0,0,0,0,STFRT,54421,37127,32430,5623,9160,0,0,0,0,0,0,0,0,0,0,,,,,
"Sillick, H., 239",Sillick,,1.0,0.0,0.0,0.0,SLK,S0402,SLK S0402,3929.0,3929.0,0,0,0,0,SLK,8764,12726,8886,778,8886,0,0,0,1,0,0,0,0,0,0,,13.0,14.0,25.0,
"Sillman, Ada, James, 172",Sillman,,0.0,0.0,0.0,0.0,SLMN,S04505,SLMN S04505,3760.0,3760.0,0,0,0,0,SLMN,8590,12731,9119,1765,9119,0,0,0,0,0,0,0,0,0,1,,,,6.0,22.0
"Simcoe, Caroline, Charlotte, Eliza, Henrietta, Henry, Katherine, Sophia, 107",Simcoe,11982.0,0.0,0.0,0.0,0.0,SMK,S0520,SMK S0520,11982.0,11982.0,0,0,0,0,SMK,7719,13041,9137,1375,9137,0,0,0,0,0,0,0,0,0,0,,,,,
"Simon, René, 160",Simon,3860.0,0.0,0.0,0.0,0.0,SMN,S0505,SMN S0505,3860.0,3860.0,0,0,0,0,SMN,21678,13053,9131,1118,9131,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,4.0
"Simox, T., 45",Simox,13351.0,0.0,0.0,0.0,0.0,SMKS,S0502,SMKS S0502,13351.0,13351.0,0,0,0,0,SMKS,54422,37128,32431,2894,8903,0,0,0,0,0,0,0,0,0,0,,,,,
"Simpson, Amy, 244; Francis, 100; George, 173; Marianne, 100; Mary, Thomas, 244; Walter, 100",Simpson,,0.0,0.0,0.0,0.0,SMPSN,S051205,SMPSN S051205,3700.0,3700.0,0,0,0,0,SMPSN,15396,13891,9733,5738,9733,0,0,0,0,0,0,0,0,0,0,,,,,
"Sims, A., 205; William, 338",Sims,3864.0,0.0,0.0,0.0,0.0,SMS,S052,SMS S052,3864.0,3864.0,0,0,0,0,SMS,2688,13058,9814,7472,9814,0,0,0,0,0,0,0,0,0,0,,,,,
"Singleton, John, 343",Singleton,13028.0,0.0,0.0,0.0,0.0,SNKLTN,S05240305,SNKLTN S05240305,13028.0,13028.0,0,0,0,0,SNKLTN,31653,13072,9020,2031,9020,0,0,0,0,0,0,0,0,0,0,,,,,
"Sings, Alice, Daisy, Richard, 248",Sings,13352.0,0.0,0.0,0.0,0.0,SNKS,S052,SNKS S052,13352.0,13352.0,0,0,0,0,SNKS,54423,37129,32432,4042,9322,0,0,0,0,0,0,0,0,0,0,,,,,
"Skingley, Stewart, 292",Skingley,13353.0,0.0,0.0,0.0,0.0,SKNKL,S205240,SKNKL S205240,13353.0,13353.0,0,0,0,0,SKNKL,12353,13130,9192,7085,9192,0,0,0,0,0,0,0,0,0,0,,,,,
"Skinner, George, John, 60",Skinner,3881.0,0.0,0.0,0.0,0.0,SKNR,S20506,SKNR S20506,3881.0,3881.0,0,0,0,0,SKNR,25315,13132,9194,812,9194,0,0,0,0,0,0,0,0,0,0,,10.0,11.0,,
"Skipper, James, 184",Skipper,13354.0,0.0,0.0,0.0,0.0,SKPR,S20106,SKPR S20106,13354.0,13354.0,0,0,0,0,SKPR,10908,13117,9197,325,9197,0,0,0,0,0,0,0,0,0,0,,,,,
"Slack, Deane, 213; Edith, 212; H., 342; Humphrey, 213",Slack,13355.0,0.0,0.0,0.0,0.0,SLK,S402,SLK S402,13355.0,13355.0,0,0,0,0,SLK,16179,13145,9205,778,9205,0,0,0,0,0,0,0,0,0,0,,,,25.0,
"Slade, 80",Slade,3899.0,0.0,0.0,0.0,0.0,SLT,S4030,SLT S4030,3899.0,3899.0,0,0,0,0,SLT,18727,13147,9221,3514,9221,0,0,0,0,0,0,0,0,0,1,,,,,5.0
"Slade, George, 340; Jack, 260; Sarah, 340",Slade,3899.0,0.0,0.0,0.0,0.0,SLT,S4030,SLT S4030,3899.0,3899.0,0,0,0,0,SLT,18727,13147,9221,3514,9221,0,0,0,0,0,0,0,0,0,1,,,,,5.0
"Slade-Cully, Anne, Francis, 22; Samuel, 22(2); W., 22",Sladecully,8197.0,0.0,0.0,0.0,0.0,SLTKL,S40302040,SLTKL S40302040,8197.0,8197.0,0,0,0,0,SLTKL,54424,37130,32433,10433,9100,0,0,0,0,0,0,0,0,0,0,,,,,
"Slader, John, 8",Slader,3889.0,0.0,0.0,0.0,0.0,SLTR,S40306,SLTR S40306,3889.0,3889.0,0,0,0,0,SLTR,28004,13149,9208,3740,9208,0,0,0,0,0,0,0,0,0,0,,,,20.0,
"Slanning, Nicholas, 25, 26(2)",Slanning,,0.0,0.0,0.0,0.0,SLNNK,S405052,SLNNK S405052,5699.0,5699.0,0,0,1,1,SLNNK,33372,16073,11427,8131,8664,0,0,1,0,1,0,1,0,1,0,,,,37.0,37.0
"Slee, Edith, William, 254",Slee,3900.0,0.0,0.0,0.0,0.0,SL,S400,SL S400,3900.0,3900.0,0,0,0,0,SL,5327,13192,9221,993,9221,0,0,0,0,0,0,0,0,0,1,,,,,5.0
"Sleeman, Sleman, Annette, 335; Richard, 293, 335",Sleeman,,0.0,0.0,0.0,0.0,SLMN,S40505,SLMN S40505,3895.0,3895.0,0,0,0,0,SLMN,8307,13166,9229,1765,9229,0,0,0,0,0,0,0,0,0,0,,,,6.0,
"Slessor, Agnes, 274; Charles, Gen., 275",Slessor,6878.0,0.0,0.0,0.0,0.0,SLSR,S40206,SLSR S40206,6878.0,6878.0,0,0,0,0,SLSR,50004,32709,28013,9309,9123,0,0,0,0,0,0,0,0,0,0,,,,,
"Sloane, arms of, 112, 117; Ann, 112, 117; Harry, Sarah, 256; William, 112, 117",Sloane,,0.0,0.0,0.0,0.0,SLN,S4050,SLN S4050,3887.0,3887.0,0,0,0,0,SLN,54425,37131,32434,4516,8889,0,0,0,0,0,0,0,0,0,0,,,,,
"Slogett, William, 224",Slogett,,0.0,0.0,0.0,0.0,SLKT,S40203,SLKT S40203,11415.0,11415.0,0,0,0,0,SLKT,54426,37132,32435,213,9241,0,0,0,0,0,0,0,0,0,0,,,,,
"Sly, Frederick, 182; Tom, 45",Sly,,0.0,0.0,0.0,0.0,SL,S400,SL S400,3900.0,3900.0,0,0,0,0,SL,1760,13192,9221,993,9221,0,0,0,0,0,0,0,0,0,1,,,,,5.0
"”Smack Mary•, 8",Smack,8198.0,0.0,0.0,0.0,0.0,SMK,S502,SMK S502,8198.0,8198.0,0,0,0,0,SMK,54427,37133,32436,1375,9275,0,0,0,0,0,0,0,0,0,0,,,,,
"Smale, Bill, 227; Roy, 216(2); Samuel, 162; W., 130, 213",Smale,3905.0,0.0,0.0,0.0,0.0,SML,S5040,SML S5040,3905.0,3905.0,0,0,0,0,SML,49960,16167,11519,7806,692,0,0,0,0,0,0,0,0,0,0,,,,,12.0
"Smallcorn, Bruce, 172",Smallcorn,13356.0,0.0,0.0,0.0,0.0,SMLKRN,S5042065,SMLKRN S5042065,13356.0,13356.0,0,0,0,0,SMLKRN,54428,37134,32437,8225,9249,0,0,0,0,0,0,0,0,0,0,,,,,
"Smalldon, Nellie, 210",Smalldon,,0.0,0.0,0.0,0.0,SMLTN,S504305,SMLTN S504305,5388.0,5388.0,0,0,0,0,SMLTN,32006,13198,9243,4884,9243,0,0,0,0,0,0,0,0,0,0,,,,,
"Smallridge, Edward, Elizabeth, Rosilla, 180; T., 147",Smallridge,,0.0,0.0,0.0,0.0,SMLRJ,S50460320,SMLRJ S50460320,9431.0,9431.0,0,0,0,0,SMLRJ,6180,13207,9256,4719,9256,0,0,0,0,0,0,0,0,0,1,,,,,25.0
"Smart, John, 328; Rosina, 172",Smart,3909.0,0.0,0.0,0.0,0.0,SMRT,S5063,SMRT S5063,3909.0,3909.0,0,0,0,0,SMRT,20902,13211,9258,4804,9258,0,0,0,0,0,0,0,0,0,0,,,,,
"Smerdon, Alice, 285; Annie, Frances, 197; Thomas, 197(2)",Smerdon,,0.0,0.0,0.0,0.0,SMRTN,S506305,SMRTN S506305,3907.0,3907.0,0,0,0,0,SMRTN,21887,13215,9260,3135,9260,0,0,0,0,0,0,0,0,0,0,,,,,
"Smith, Smyth, Smythe, A., 239; Abraham, 70(3), 222; Alan, 292, 301; Alexander, 284; Alice, 254; Andrew, 250(2), 279;Ann, 70; Dame Ann, 252, 253; Sir Clement, 203; Dorothy, 155, 203; Douglas, 261; E., 340; Elizabeth, 38, 70, 204; Emma, Fanny, 70; George, 222; Harriet, 70; Horace, 276; Ivy, 250; Sir James, 252; Jane, 70(2); John, 70; Lillian, 239; Mary, 70; R., 44; Ralph, 250, 279; Ron, 216; Sally, 160, 161; Sarah, 70(2); Steve, 160; Teresa, 51; Thomas, 87, 313, 315; Vivian, 178; W., 78, 250(2); William, 38, 107, 113, 204, 279(2), 291; Willoughby, 157; Wm., 297",Smith,3911.0,0.0,0.0,1.0,0.0,SM0,S5030,SM0 S5030,3911.0,3911.0,0,0,1,1,SM0,2381,13221,9273,2828,9273,0,0,1,0,1,0,1,0,1,0,,0.0,0.0,1.0,0.0
"Smithers, Harold, 237",Smithers,8199.0,0.0,0.0,0.0,0.0,SM0RS,S503062,SM0RS S503062,8199.0,8199.0,0,0,0,0,SM0RS,11411,13217,9268,7920,9268,0,0,0,0,0,0,0,0,0,0,,,,,
