name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group,metaphone,unique_id,group_id,combined_id,metaphone_id,master_id,unique_treatment,unique_control,group_treatment,group_control,combined_treatment,combined_control,metaphone_treatment,metaphone_control,master_treatment,master_control,unique_control2_group,group_control2_group,combined_control2_group,metaphone_control2_group,master_control2_group
"Balkwill, Henry, Reginald, William, 145",Balkwill,192.0,0.0,0.0,0.0,0.0,PLKL,B04204,PLKL B04204,192.0,192.0,0,0,0,0,PLKL,11158,654,500,7127,500,0,0,0,0,0,0,0,0,0,0,,,,,
"Ball, Marja, 292",Ball,698.0,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0,PL,25022,675,430,6852,430,0,0,0,0,0,0,0,0,0,0,,10.0,11.0,,
"Ballyman, John, Martha, 161",Ballyman,,0.0,0.0,0.0,0.0,PLMN,B040505,PLMN B040505,8422.0,8422.0,0,0,0,0,PLMN,41244,23950,19260,1671,436,0,0,0,0,0,0,0,0,0,0,,,,,
"Balman, M., 20",Balman,219.0,0.0,0.0,0.0,0.0,PLMN,B04505,PLMN B04505,219.0,219.0,0,0,0,0,PLMN,8196,684,436,1671,436,0,0,0,0,0,0,0,0,0,0,,,,,
"Bamford, Lilian, 27",Bamford,10977.0,0.0,0.0,0.0,0.0,PMFRT,B051063,PMFRT B051063,10977.0,10977.0,0,0,0,0,PMFRT,1068,694,445,1012,445,0,0,0,0,0,0,0,0,0,0,,,,,
"Bampfield, Bampfylde, Amias, 204; Robert, 39",Bampfield,,0.0,0.0,0.0,0.0,PMPFLT,B051043,PMPFLT B051043,225.0,225.0,0,0,0,0,PMPFLT,46543,29249,24555,8349,11760,0,0,0,0,0,0,0,0,0,0,,,,,
"Banbury, Frank, 179",Banbury,6051.0,0.0,0.0,0.0,0.0,PNPR,B051060,PNPR B051060,6051.0,6051.0,0,0,0,0,PNPR,14420,697,447,859,447,0,0,0,0,0,0,0,0,0,0,,,,,
"Bancroft, George, 15",Bancroft,,0.0,0.0,0.0,0.0,PNKRFT,B0526013,PNKRFT B0526013,7701.0,7701.0,0,0,0,0,PNKRFT,2910,698,448,2605,448,0,0,0,0,0,0,0,0,0,0,,,,,
"Bancroft-Wilson, Douglas, 161",Bancroftwilson,7853.0,0.0,0.0,0.0,0.0,PNKRFTLSN,B052601304205,PNKRFTLSN B052601304205,7853.0,7853.0,0,0,0,0,PNKRFTLSN,53796,36502,31805,10214,11951,0,0,0,0,0,0,0,0,0,0,,,,,
"Band, Edward, Hermana, 178",Band,503.0,0.0,0.0,1.0,0.0,PNT,B053,PNT B053,503.0,503.0,0,0,0,0,PNT,31375,699,1090,1038,1090,0,0,0,1,0,0,0,0,0,0,,11.0,,8.0,
"Banks, Winifred, 198",Banks,,0.0,0.0,0.0,0.0,PNKS,B052,PNKS B052,11277.0,11277.0,0,0,0,0,PNKS,25923,709,454,4438,454,0,0,0,0,0,0,0,0,0,0,,,,,
"Bannister, George, Mary, 62",Bannister,,0.0,0.0,0.0,0.0,PNSTR,B0502306,PNSTR B0502306,5588.0,5588.0,0,0,0,0,PNSTR,19881,714,457,6895,457,0,0,0,0,0,0,0,0,0,0,,,,,
"Barham, H.M.S., 157, 244",Barham,,0.0,0.0,0.0,0.0,PRM,B0605,PRM B0605,11615.0,11615.0,0,0,0,0,PRM,5986,754,465,3705,465,0,0,0,0,0,0,0,0,0,0,,,,,
"Baring-Gould, Alexander, Allan, Henry, Mary, Merriol, Robert, Sabine, 187(2)",Baringgould,7854.0,0.0,0.0,0.0,0.0,PRNKLT,B06052043,PRNKLT B06052043,7854.0,7854.0,0,0,0,0,PRNKLT,53797,36503,31806,10215,758,0,0,0,0,0,0,0,0,0,0,,,,,
"Barkell, Ernest, 45",Barkell,,0.0,0.0,0.0,0.0,PRKL,B06204,PRKL B06204,11888.0,11888.0,0,0,0,0,PRKL,7661,674,500,3059,500,0,0,0,0,0,0,0,0,0,0,,,,,
"Barker, C., 314; John, 216",Barker,,0.0,0.0,0.0,0.0,PRKR,B06206,PRKR B06206,244.0,244.0,0,0,0,0,PRKR,11416,755,494,1019,494,0,0,0,0,0,0,1,0,0,0,,,,5.0,
"Barlow, Sarah, 222; William, 20",Barlow,,0.0,0.0,0.0,0.0,PRL,B0640,PRL B0640,710.0,710.0,0,0,0,0,PRL,2222,764,503,6970,503,0,0,0,0,0,0,0,0,0,0,,,,24.0,
"Barnes, Ann, 113; Anne, 133; Charles, 279; George, 279(4); Emma, 53; Frederick, 75; Hanbury, 171; Harriet, 279; Henry, 76(4); James, 279; Jemima, 203; John, 76; Katharine, 113; Laura, 279; Maria, 113; Mark, 203; Mercy, 242; Nancy, 76; Nellie, 76(2); Philippa, 113; Ralph, 75, 112; Thomas, 242",Barnes,10722.0,0.0,0.0,0.0,0.0,PRNS,B06502,PRNS B06502,10722.0,10722.0,0,0,0,0,PRNS,17887,780,7334,1330,7334,0,0,0,0,0,0,0,0,0,0,,,,,8.0
"Barney, Ethel, John, 15",Barney,,0.0,0.0,0.0,0.0,PRN,B0650,PRN B0650,712.0,712.0,0,0,0,0,PRN,25430,781,512,1085,512,0,0,0,0,0,0,0,0,0,0,,,,2.0,
"Barons, William, 15",Barons,,0.0,0.0,0.0,0.0,PRNS,B06052,PRNS B06052,10600.0,10600.0,0,0,0,0,PRNS,49691,32397,27701,1330,7334,0,0,0,0,0,0,0,0,0,0,,,,,8.0
"Barraronta, H.M.S., 2",Barraronta,7855.0,0.0,0.0,0.0,0.0,PRRNT,B06060530,PRRNT B06060530,7855.0,7855.0,0,0,0,0,PRRNT,53798,36504,31807,10216,1397,0,0,0,0,0,0,0,0,0,0,,,,,5.0
"Barriball, Flo, 270",Barriball,,0.0,0.0,0.0,0.0,PRPL,B060104,PRPL B060104,6980.0,6980.0,0,0,0,0,PRPL,1739,802,522,3314,522,0,0,0,0,0,0,0,0,0,0,,,,,
"Barrington, Mary, Robert, 343",Barrington,,0.0,0.0,0.0,0.0,PRNKTN,B06052305,PRNKTN B06052305,524.0,524.0,0,0,0,0,PRNKTN,13257,803,530,4511,530,0,0,0,0,0,0,0,0,0,0,,,,,
"Barrow, Dorothea, 139; Minnie, 273; Richard, 144; Shaun, 45",Barrow,725.0,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,17051,804,1645,5131,1645,0,0,0,0,0,0,0,1,0,0,,,,1.0,
"Barrow-in-Furness, 157",Barrowinfurness,7856.0,0.0,0.0,0.0,0.0,PRNFRNS,B0605106502,PRNFRNS B0605106502,7856.0,7856.0,0,0,0,0,PRNFRNS,53799,36505,31808,10217,11952,0,0,0,0,0,0,0,0,0,0,,,,,
"Barry, William, 60",Barry,725.0,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,1436,807,529,5131,529,0,0,0,0,0,0,0,1,0,0,,,,1.0,
"Barter, Ken, 261",Barter,521.0,0.0,0.0,0.0,0.0,PRTR,B06306,PRTR B06306,521.0,521.0,0,0,0,0,PRTR,5138,816,541,1660,541,0,0,0,0,0,0,0,0,0,0,,,,,
"Bartholomew, Christopher, 80; Robert, 155; Theresa, 80",Bartholomew,262.0,0.0,0.0,0.0,0.0,PR0LM,B06304050,PR0LM B06304050,262.0,262.0,0,0,0,0,PR0LM,32671,817,537,1535,537,0,0,0,0,0,0,0,0,0,0,,,,,
"Bartlett, Charlotte, 109; Eliza, 257; Frank, 109; Freda, 157; J., 109; Mary, 50; R., 257; Robert, 257(2); Thomas, 257; Timon, 324; Vernon, 157; William, 50",Bartlett,357.0,0.0,0.0,0.0,0.0,PRTLT,B063403,PRTLT B063403,357.0,357.0,0,0,0,0,PRTLT,19971,823,540,1304,540,0,0,0,0,0,0,0,0,0,0,3.0,16.0,17.0,26.0,
"Barton, 26",Barton,704.0,0.0,0.0,0.0,0.0,PRTN,B06305,PRTN B06305,704.0,704.0,0,0,0,0,PRTN,3128,824,767,2049,767,0,0,0,0,0,0,0,0,0,0,,,,10.0,
"Barton, Cecil, 80, 257; Charles, 215; Edward, 163(2); Julia, 215",Barton,704.0,0.0,0.0,0.0,0.0,PRTN,B06305,PRTN B06305,704.0,704.0,0,0,0,0,PRTN,3128,824,767,2049,767,0,0,0,0,0,0,0,0,0,0,,,,10.0,
"Barttelot, Georgiana, 275, 277; Nigel, 277; Sir Walter, 276, 277",Barttelot,,0.0,0.0,0.0,0.0,PRTLT,B0630403,PRTLT B0630403,9207.0,9207.0,0,0,0,0,PRTLT,26101,823,540,1304,540,0,0,0,0,0,0,0,0,0,0,,16.0,17.0,26.0,
"Bashford, Percy, 88",Bashford,13099.0,0.0,0.0,0.0,0.0,PXFRT,B0201063,PXFRT B0201063,13099.0,13099.0,0,0,0,0,PXFRT,11295,833,548,5927,548,0,0,0,0,0,0,0,0,0,0,,,,,
"Basset, Bassett, Eleanor, 22; Elizabeth, 13, 14; Honor, 13, 14; Sir John, 13, 14; Kenneth, 47",Basset,,0.0,0.0,0.0,0.0,PST,B0203,PST B0203,731.0,731.0,0,0,0,0,PST,2930,844,556,7197,556,0,0,0,0,0,0,0,0,0,0,,,,,
"Basson, Jean, 11",Basson,,0.0,0.0,0.0,0.0,PSN,B0205,PSN B0205,11213.0,11213.0,0,0,0,0,PSN,13029,809,555,2461,555,0,0,0,0,0,0,0,0,0,0,,,,,
"Bastard, Anne, Caroline, 346; Edmund, 346(2); Reginald, Rosamond, 346; William, 5, 7, 346(3)",Bastard,276.0,0.0,0.0,0.0,0.0,PSTRT,B023063,PSTRT B023063,276.0,276.0,0,0,0,0,PSTRT,23244,847,560,3311,560,0,0,0,0,0,0,0,0,0,0,,,,,
"Bastin, Edward, 220; Percy, 49",Bastin,,0.0,0.0,0.0,0.0,PSTN,B02305,PSTN B02305,277.0,277.0,0,0,0,0,PSTN,16139,848,561,4144,561,0,0,0,0,0,0,0,0,0,0,,,,,
"Bat, Richards, 242",Bat,,0.0,0.0,0.0,0.0,PT,B030,PT B030,734.0,734.0,0,0,0,0,PT,33314,856,578,7424,578,0,0,0,0,0,0,0,0,0,0,,,,,
"Bateman, Gregory, 41",Bateman,,0.0,0.0,0.0,0.0,PTMN,B030505,PTMN B030505,9602.0,9602.0,0,0,0,0,PTMN,10609,857,568,7353,568,0,0,0,0,0,0,0,0,0,0,,,,,
"Bates, Albert, 8",Bates,,0.0,0.0,0.0,0.0,PTS,B0302,PTS B0302,288.0,288.0,0,0,0,0,PTS,12311,856,578,6984,578,0,0,0,0,0,0,0,0,0,0,,,,,
"Bath & Wells, bishop of, 82",Bath,283.0,0.0,0.0,0.0,0.0,P0,B030,P0 B030,283.0,283.0,0,0,0,0,P0,23322,862,572,3591,572,0,0,0,0,0,0,0,0,0,0,,,,,
"Bath, Somerset, 83, 195, 256",Bath,283.0,0.0,0.0,0.0,0.0,P0,B030,P0 B030,283.0,283.0,0,0,0,0,P0,23322,862,572,3591,572,0,0,0,0,0,0,0,0,0,0,,,,,
"Bath, Alice, 38; Earls of, 41, 198; Leslie, 38",Bath,283.0,0.0,0.0,0.0,0.0,P0,B030,P0 B030,283.0,283.0,0,0,0,0,P0,23322,862,572,3591,572,0,0,0,0,0,0,0,0,0,0,,,,,
"Batstone, W., 227",Batstone,286.0,0.0,0.0,0.0,0.0,PTSTN,B0323050,PTSTN B0323050,286.0,286.0,0,0,0,0,PTSTN,18606,870,576,5959,576,0,0,0,0,0,0,0,0,0,0,,,,,
"Battan, Batten, Batting, Battyn, Ivy, 239; John, 39, Patrick, 305; Richard, 8",Battan,,0.0,0.0,0.0,0.0,PTN,B0305,PTN B0305,551.0,551.0,0,0,0,0,PTN,53800,36506,31809,2163,781,0,0,0,0,0,0,0,0,0,0,,,,,0.0
"Batte, J., 162",Batte,734.0,0.0,0.0,0.0,0.0,PT,B030,PT B030,734.0,734.0,0,0,0,0,PT,19807,856,578,7424,578,0,0,0,0,0,0,0,0,0,0,,,,,
"Baugh, W., 261",Baugh,12015.0,0.0,0.0,0.0,0.0,P,B020,P B020,12015.0,12015.0,0,0,0,0,P,20521,887,592,3710,592,0,0,0,0,0,0,0,0,0,0,,,,,
"Bawden, Bawdon, Bowden, Georgina, 205; Humphry, Jane, 204; Joshua, 204(2); William, 180",Bawden,,0.0,0.0,0.0,0.0,PTN,B0305,PTN B0305,551.0,551.0,0,0,0,0,PTN,49038,21133,16452,2163,822,0,0,0,0,0,0,0,0,0,0,,,,,
"Baxter, Emily, George, 275",Baxter,11111.0,0.0,0.0,0.0,0.0,PKSTR,B02306,PKSTR B02306,11111.0,11111.0,0,0,0,0,PKSTR,18705,901,603,2879,603,0,0,0,0,0,0,0,0,0,0,,,,,
"Bayford Grange, Hereford, 273",Bayford,,0.0,0.0,0.0,0.0,PFRT,B01063,PFRT B01063,555.0,555.0,0,0,0,0,PFRT,5350,907,608,6073,608,0,0,0,0,0,0,0,0,0,0,,,,,
"Bayley, Bayly, Sarah, 29; William, 184, 274; Zachary, 29",Bayley,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0,PL,13596,640,610,6852,610,0,0,0,0,0,0,0,0,0,0,,,,,
"Baynes, Edith, Geoffrey, Richard, 275",Baynes,11774.0,0.0,0.0,0.0,0.0,PNS,B0502,PNS B0502,11774.0,11774.0,0,0,0,0,PNS,53801,36507,31810,2179,437,0,0,0,0,0,0,0,0,0,0,,,,,
"Bazeley, Bazley, Ellen, Frances, Francis, 29; Frank, 203; Henry, 29(2), 30; Robert, 176; William, 29",Bazeley,,0.0,0.0,0.0,0.0,PSL,B02040,PSL B02040,8707.0,8707.0,0,0,0,0,PSL,1317,831,554,2250,554,0,0,0,0,0,0,0,0,0,0,,,,,
"Beach, Caoline, 331",Beach,,0.0,0.0,0.0,0.0,PX,B020,PX B020,727.0,727.0,0,0,0,0,PX,24653,991,678,7530,678,0,0,0,0,0,0,0,0,0,0,,,,,
"Beadel, Leila, 24",Beadel,,0.0,0.0,0.0,0.0,PTL,B0304,PTL B0304,399.0,399.0,0,0,0,0,PTL,26094,918,620,93,620,0,0,0,0,0,0,0,0,0,0,,,,,
"Beard, F., 239",Beard,356.0,0.0,0.0,0.0,0.0,PRT,B063,PRT B063,356.0,356.0,0,0,0,0,PRT,6270,934,478,5073,478,0,0,0,0,0,0,0,1,0,0,,,,4.0,
"Beare, Grace, 225, 229",Beare,725.0,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,29743,1002,643,5131,643,0,0,0,0,0,0,0,1,0,0,,,,1.0,2.0
"Bearman, Harry, Madelein, 5",Bearman,,0.0,0.0,0.0,0.0,PRMN,B06505,PRMN B06505,562.0,562.0,0,0,0,0,PRMN,14698,943,639,2864,639,0,0,0,0,0,0,0,0,0,0,,,,,
"Bearne, Austen, 292; Eliza, Lewis, 212",Bearne,,0.0,0.0,0.0,0.0,PRN,B0650,PRN B0650,712.0,712.0,0,0,0,0,PRN,12087,944,640,1085,640,0,0,0,0,0,0,0,0,0,0,,,,2.0,
"Beaumont, Glidd, Joan, 146; Philip, 147",Beaumont,310.0,0.0,0.0,0.0,0.0,PMNT,B05053,PMNT B05053,310.0,310.0,0,0,0,0,PMNT,2751,953,1086,478,1086,0,0,0,0,0,0,0,0,0,0,,,21.0,,28.0
"Beck, Ann, 70; Humphrey, 201",Beck,,0.0,0.0,0.0,0.0,PK,B020,PK B020,688.0,688.0,0,0,0,0,PK,20507,925,683,7598,683,0,0,0,0,0,0,0,0,0,0,,,,4.0,
"Beckingham, Christina, 338",Beckingham,,0.0,0.0,0.0,0.0,PKNKM,B0205205,PKNKM B0205205,485.0,485.0,0,0,0,0,PKNKM,3902,965,652,7960,652,0,0,0,0,0,0,0,0,0,0,,,,,
"Bedford, 248; duke of, 293",Bedford,316.0,0.0,0.0,0.0,0.0,PTFRT,B031063,PTFRT B031063,316.0,316.0,0,0,0,0,PTFRT,17436,979,672,3612,672,0,0,0,0,0,0,0,0,0,0,,,,,
"Beedell, John, 262",Beedell,,0.0,0.0,0.0,0.0,PTL,B0304,PTL B0304,399.0,399.0,0,0,0,0,PTL,12960,918,620,93,620,0,0,0,0,0,0,0,0,0,0,,,,,
"Beer Haven, 21",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,3263,1002,643,5131,643,0,0,0,0,0,0,0,1,0,0,,,,1.0,2.0
"Beer, 21",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,3263,1002,643,5131,643,0,0,0,0,0,0,0,1,0,0,,,,1.0,2.0
"Beer, Bere, A., 239; Arthur, 20; Charles, 209, 342; Claude, 320; Elizabeth, 248; Frederick, H., 342; Herbert, 256; J., 213; John, 35, 248; Margaret, 169; Montagu(e), 209, 335; Tydfil, 256; Wilhelmina, 209; William, 162",Beer,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,3263,1002,643,5131,643,0,0,0,0,0,0,0,1,0,0,,,,1.0,2.0
"Beeston, Beryl, 305",Beeston,,0.0,0.0,0.0,0.0,PSTN,B02305,PSTN B02305,277.0,277.0,0,0,0,0,PSTN,27290,1006,688,4144,688,0,0,0,0,0,0,0,0,0,0,,,,,
"Belair, 247, 248(2)",Belair,,0.0,0.0,0.0,0.0,PLR,B0406,PLR B0406,407.0,407.0,0,0,0,0,PLR,53802,36508,31811,2603,1553,0,0,0,0,0,0,0,0,0,0,,,,,
"Belair, Elphinstone, Mary, 248Belfield, Bellfield, Eleanor, 224; Eliza, 224(2); Finney, 224(2); John, Maria, 224",Belair,,0.0,0.0,0.0,0.0,PLR,B0406,PLR B0406,407.0,407.0,0,0,0,0,PLR,53803,36508,31811,2603,1553,0,0,0,0,0,0,0,0,0,0,,,,,
"Belgrove, 182",Belgrove,7857.0,0.0,0.0,0.0,0.0,PLKRF,B0426010,PLKRF B0426010,7857.0,7857.0,0,0,0,0,PLKRF,12760,1024,700,7297,700,0,0,0,0,0,0,0,0,0,0,,,,,
"Bell, A., 342; Arthur, 45, 305; Donald, 163; Eleanor, 100; Elizabeth, 204; John, 88; Naomi, 277; Robert, 100; Winifred, 45",Bell,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0,PL,5280,1027,714,6852,714,0,0,0,0,0,0,0,0,0,0,,,,,
"Bellamy, Arthur, 226; E., 237; John, 262, 264; Sarah, 262, 264",Bellamy,,0.0,0.0,0.0,0.0,PLM,B04050,PLM B04050,325.0,325.0,0,0,0,0,PLM,27039,1029,851,4254,851,0,0,0,0,0,0,0,0,0,0,,,,,
"Bellers, Eric, 76(2); Nancy, 76",Bellers,7858.0,0.0,0.0,0.0,0.0,PLRS,B04062,PLRS B04062,7858.0,7858.0,0,0,0,0,PLRS,17724,1031,706,4485,706,0,0,0,0,0,0,0,0,0,0,,,,,
"Bellew, Mary, 282(2)",Bellew,,0.0,0.0,0.0,0.0,PL,B040,PL B040,698.0,698.0,0,0,0,0,PL,48688,27420,22726,6852,863,0,0,0,0,0,0,0,0,0,0,,,,,
"Bending, Harriet, 26",Bending,,0.0,0.0,0.0,0.0,PNTNK,B053052,PNTNK B053052,5144.0,5144.0,0,0,0,0,PNTNK,46458,29164,24470,1219,799,0,0,0,0,0,0,0,0,0,0,,,,,
"Bennet, Bennett, Bertram, 225; C., 331; Emily, 318; R., 220, 234; Roger, 261; Stephen, 318; V., 331; Vere, 335",Bennet,,0.0,0.0,0.0,0.0,PNT,B0503,PNT B0503,340.0,340.0,1,0,0,0,PNT,8403,1077,738,1038,738,0,0,0,1,0,1,0,0,0,1,,8.0,9.0,8.0,12.0
"Benson, Adeline, 293(2); John, 293(3); Mary, 293",Benson,10651.0,0.0,0.0,0.0,0.0,PNSN,B05205,PNSN B05205,10651.0,10651.0,0,0,0,0,PNSN,23539,1086,744,2943,744,0,0,0,0,0,0,0,1,0,0,,,,22.0,
"Bentinck, Charles, Frances, 38",Bentinck,,0.0,0.0,0.0,0.0,PNTNK,B053052,PNTNK B053052,5144.0,5144.0,0,0,0,0,PNTNK,53803,36509,31812,1219,741,0,0,0,0,0,0,0,0,0,0,,,,,
"Benwell, George, 244",Benwell,,0.0,0.0,0.0,0.0,PNL,B0504,PNL B0504,11599.0,11599.0,0,0,0,0,PNL,2259,1096,736,5561,736,0,0,0,0,0,0,0,0,0,0,,,,,
"Bere Alston, 21; vicar of, 21",Bere,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,18500,1002,643,5131,643,0,0,0,0,0,0,0,1,0,0,,,,1.0,2.0
"Berkeley, Berkley, Elizabeth, 209;James, 122, 128; Louisa, 209; Maria, 212; Mary, 209, 212; Sackville, 133, 209",Berkeley,,0.0,0.0,0.0,0.0,PRKL,B062040,PRKL B062040,10073.0,10073.0,0,0,0,0,PRKL,50690,32791,28095,3059,1158,0,0,0,0,0,0,0,0,0,0,,,,,
"Berks., magistrate for, 324",Berks,13100.0,0.0,0.0,0.0,0.0,PRKS,B062,PRKS B062,13100.0,13100.0,0,0,0,0,PRKS,12489,1276,753,7062,753,0,0,0,0,0,0,0,0,0,0,,,,,
"Bermondsey, rector of, 57",Bermondsey,7859.0,0.0,0.0,0.0,0.0,PRMNTS,B06505320,PRMNTS B06505320,7859.0,7859.0,0,0,0,0,PRMNTS,53804,36510,31813,10218,758,0,0,0,0,0,0,0,0,0,0,,,,,
"Bernard, William, 80",Bernard,,0.0,0.0,0.0,0.0,PRNRT,B065063,PRNRT B065063,527.0,527.0,0,0,0,0,PRNRT,9697,774,756,2199,756,0,0,0,0,0,0,0,0,0,0,,,,,
"Berridon Hall, 40",Berridon,,0.0,0.0,0.0,0.0,PRTN,B060305,PRTN B060305,9173.0,9173.0,0,0,0,0,PRTN,53805,36511,31814,2049,1604,0,0,0,0,0,0,0,0,0,0,,,,10.0,
"Berry, 24",Berry,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,18899,2222,1645,5131,1645,0,0,0,0,0,0,0,1,0,0,,,,1.0,
"Berry, Bernard, 87; George, 234; Thomas, 331; William, 80",Berry,,0.0,0.0,0.0,0.0,PR,B060,PR B060,725.0,725.0,0,0,0,0,PR,18899,2222,1645,5131,1645,0,0,0,0,0,0,0,1,0,0,,,,1.0,
"Bertram, W., 47",Bertram,361.0,0.0,0.0,0.0,0.0,PRTRM,B063605,PRTRM B063605,361.0,361.0,0,0,0,0,PRTRM,30915,825,587,5601,587,0,0,0,0,0,0,0,0,0,0,,,,,
"Besley, Besly, Barton, 16; Edward, Francis, William, 276",Besley,,0.0,0.0,0.0,0.0,PSL,B0240,PSL B0240,8699.0,8699.0,0,0,0,0,PSL,49385,29731,25037,2250,554,0,0,0,0,0,0,0,0,0,0,,,,,
"Bettridge, R., 316",Bettridge,13101.0,0.0,0.0,0.0,0.0,PTRJ,B0360320,PTRJ B0360320,13101.0,13101.0,0,0,0,0,PTRJ,20516,1135,574,7522,574,0,0,0,0,0,0,0,0,0,0,,,,,
"Bevington & Sons, 266",Bevington,13102.0,0.0,0.0,0.0,0.0,PFNKTN,B01052305,PFNKTN B01052305,13102.0,13102.0,0,0,0,0,PFNKTN,103,1149,599,3419,599,0,0,0,0,0,0,0,0,0,0,,,,,
"Bewes, Cecil, Frederick, 212",Bewes,,0.0,0.0,0.0,0.0,PS,B020,PS B020,729.0,729.0,0,0,0,0,PS,20372,1154,1648,4969,1648,0,0,0,0,0,0,0,0,0,0,,,,,
"Bibbings, Joseph, 346",Bibbings,12323.0,0.0,0.0,0.0,0.0,PPNKS,B01052,PPNKS B01052,12323.0,12323.0,0,0,0,0,PPNKS,7444,1160,800,2284,800,0,0,0,0,0,0,0,0,0,0,,,,,
"Bibury, Glos., 204",Bibury,,0.0,0.0,0.0,0.0,PPR,B01060,PPR B01060,548.0,548.0,0,0,0,0,PPR,53806,36512,31815,8023,1646,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickersteth, Edward, 113(2), 122; Hugh, 294",Bickersteth,7860.0,0.0,0.0,0.0,0.0,PKRST0,B020623030,PKRST0 B020623030,7860.0,7860.0,0,0,0,0,PKRST0,21202,1172,810,3950,810,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickford, 39",Bickford,387.0,0.0,0.0,0.0,0.0,PKFRT,B021063,PKFRT B021063,387.0,387.0,0,0,0,0,PKFRT,28243,1175,813,3487,813,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickford, Elizabeth, 26; F., 20; John, 26(3); William, 39",Bickford,387.0,0.0,0.0,0.0,0.0,PKFRT,B021063,PKFRT B021063,387.0,387.0,0,0,0,0,PKFRT,28243,1175,813,3487,813,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickham, 5, 247",Bickham,386.0,0.0,0.0,0.0,0.0,PKM,B0205,PKM B0205,386.0,386.0,0,0,0,0,PKM,14576,1176,814,4879,814,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickle, W., 216",Bickle,390.0,0.0,0.0,0.0,0.0,PKL,B0240,PKL B0240,390.0,390.0,0,0,0,0,PKL,14279,1168,807,7845,807,0,0,0,0,0,0,0,0,0,0,,,,,
"Bickleigh (near Plymouth), 25, 26; vicar of, 26; (near Tiverton), 26-7; rectors of, 26(2), 27(2)",Bickleigh,12041.0,0.0,0.0,0.0,0.0,PKL,B024020,PKL B024020,12041.0,12041.0,0,0,0,0,PKL,52204,34910,30214,7845,1202,0,0,0,0,0,0,0,0,0,0,,,,,
"Bidder, George, 284",Bidder,,0.0,0.0,0.0,0.0,PTR,B0306,PTR B0306,735.0,735.0,0,0,0,0,PTR,12030,1181,817,4838,817,0,0,0,0,0,0,1,0,0,0,,,,7.0,
"Bideford East the Water, 30",Bideford,,0.0,0.0,0.0,0.0,PTFRT,B0301063,PTFRT B0301063,9794.0,9794.0,0,0,0,0,PTFRT,53807,36513,31816,3612,553,0,0,0,0,0,0,0,0,0,0,,,,,
"Bidgood, Sarah, 256",Bidgood,397.0,0.0,0.0,0.0,0.0,PTKT,B03203,PTKT B03203,397.0,397.0,0,0,0,0,PTKT,25660,1188,825,565,825,0,0,0,0,0,0,0,0,0,0,,,,,
"Biggar, John, 88",Biggar,,0.0,0.0,1.0,0.0,PKR,B0206,PKR B0206,473.0,473.0,0,1,0,0,PKR,53808,36514,31817,4825,836,0,0,0,0,0,0,0,0,0,0,,,,7.0,
"Bilton, Martha, 8",Bilton,,0.0,0.0,0.0,0.0,PLTN,B04305,PLTN B04305,9369.0,9369.0,0,0,0,0,PLTN,29797,1234,867,4573,867,0,0,0,0,0,0,0,0,0,0,,,,,
"Bindloss, Edward, 212",Bindloss,,0.0,0.0,0.0,0.0,PNTLS,B053402,PNTLS B053402,7241.0,7241.0,0,0,0,0,PNTLS,6824,1239,880,6627,880,0,0,0,0,0,0,0,0,0,0,,,,,
"Bindon, 16",Bindon,,0.0,0.0,0.0,0.0,PNTN,B05305,PNTN B05305,289.0,289.0,0,0,0,0,PNTN,53809,36515,31818,6853,459,0,0,0,0,0,0,0,0,0,0,,,,,
"Bingham, William, 178",Bingham,,0.0,0.0,0.0,0.0,PNKM,B05205,PNKM B05205,11051.0,11051.0,0,0,0,0,PNKM,30304,1243,875,3461,875,0,0,0,0,0,0,0,0,0,0,,,,32.0,
"Binnear, E., Mary, Thomas, 47",Binnear,,0.0,0.0,0.0,0.0,PNR,B0506,PNR B0506,510.0,510.0,0,0,0,0,PNR,53810,36516,31819,4139,462,0,0,0,0,0,0,0,0,0,0,,,,,
